Cls,IntA,IntB
1,Q9Y371,O43399
1,Q8TB24,O00499
1,P28482,Q9BUB5
1,Q96QZ7,O43707
1,Q96QZ7,P35222
1,O43924,Q15382
1,P28482,P17535
1,O43924,P36404
1,P28482,P53355
1,Q8TEU7,P10114
1,P28482,P37840
1,P28482,P49137
1,P21333,P41180
1,Q8N5N7,Q8TCC3
1,P21333,P48039
1,P28482,Q7L5N1
1,Q9H0U6,Q9BYD2
1,Q9BYD2,Q5T653
1,Q99728,P33240
1,Q9BYD2,Q9HD33
1,P36897,P17813
1,P41182,Q9UKV0
1,Q15311,Q13227
1,P41182,O95365
1,Q7Z2W4,Q5U5Q3
1,O60506,P41238
1,O60506,Q5VWX1
1,Q3KNV8,Q8WXX7
1,O95405,Q9NRC1
1,P43405,P06239
1,P63167,Q13409
1,P10586,Q13136
1,P43405,P20273
1,O75334,P67775
1,Q13136,P23468
1,P63167,Q9Y2J4
1,P42680,P10721
1,P15918,P09429
1,Q96G23,P07306
1,Q14204,O43237
1,P61978,P14866
1,Q5VU43,P22694
1,Q13685,Q8WTP8
1,Q9NQ94,O95319
1,Q06609,P51587
1,P61978,Q86X55
1,P61978,P63104
1,P61978,Q14103
1,Q9UKV0,O75182
1,Q7L2Z9,Q9BU64
1,Q16621,O15525
1,Q14289,Q06124
1,P51587,O60566
1,Q8WUI4,Q02078
1,Q14289,O43150
1,Q14289,O94875
1,P51587,Q9UBU8
1,Q6ZRS2,O95619
1,Q96B01,O75317
1,Q14289,P20936
1,Q14289,P00533
1,P55735,Q8NFH4
1,P54132,P40692
1,Q13123,Q2TAY7
1,P54132,P38398
1,P55735,P57740
1,P13929,P09104
1,Q13370,Q5UE93
1,P54132,O15360
1,P54132,Q92878
1,Q14289,Q12879
1,Q15910,P35222
1,Q15910,P10275
1,Q8NB12,A7E2Y1
1,P62826,P55060
1,O60566,Q9UJX5
1,P62826,Q92973
1,Q7Z589,Q96QT6
1,P62826,Q9HD47
1,Q13094,Q08881
1,Q8N4V1,Q5J8M3
1,Q8N4V1,Q9NPA0
1,P62826,Q9BQ83
1,Q96AD5,P36955
1,P62826,Q13625
1,P49747,P58397
1,Q15942,Q14847
1,Q13761,Q13951
1,Q15942,O76041
1,P18754,O14980
1,Q9HAW7,O60656
1,A1L0T0,Q9HCG7
1,P78314,P27348
1,O43255,P08247
1,O14867,Q9ULX9
1,O43255,Q12933
1,Q9BYV9,Q9ULX9
1,P42330,Q04828
1,O14980,P55265
1,O14640,Q92997
1,Q9BTE1,O00399
1,P43363,Q8WUB2
1,O14980,Q96RS0
1,O14980,Q13043
1,O43561,P12314
1,O43561,P12318
1,O15524,Q15370
1,P15927,Q9UJW9
1,Q9NQX4,Q12965
1,O15524,P07333
1,Q8IWL3,P16083
1,P46934,Q9GZQ8
1,P46934,Q9H6T3
1,P15927,Q13535
1,Q13191,P46109
1,O00308,Q969T9
1,P35244,Q9Y2B9
1,Q13191,Q9ULH1
1,Q96PU5,P31947
1,Q9BPU9,Q9UPM9
1,P35244,Q13472
1,Q8WV28,O75791
1,P84243,O14929
1,Q9H0H5,P31946
1,Q9H0H5,P31947
1,P23025,Q92889
1,P43034,O43602
1,P16671,P06241
1,P07947,P49407
1,P07947,Q16543
1,Q9Y446,P31947
1,P27635,P50914
1,P15884,Q06455
1,P15884,Q15672
1,O43463,O95248
1,Q02535,P15923
1,O43463,P09017
1,O75381,P50542
1,O43463,Q9BS34
1,O43463,Q5T6S3
1,O43463,Q5TAQ9
1,P27635,Q13823
1,Q9UKL0,O60341
1,P27635,P62906
1,P27635,P26373
1,Q96JC9,P51825
1,P27635,P62753
1,Q06413,P35713
1,P27635,P46781
1,P35869,Q9UNE7
1,Q16644,P04792
1,Q16644,P15923
1,P27635,P40429
1,Q16254,P28749
1,Q9Y463,Q6P1L5
1,P17480,P68400
1,Q9UEW8,Q9Y376
1,O60271,Q14240
1,P54257,Q15154
1,Q99933,P10415
1,Q15154,Q49A88
1,P20226,P52655
1,Q15154,Q9H0U9
1,P20226,P17480
1,Q06587,Q13642
1,Q15154,O75665
1,Q06587,Q14781
1,P20226,Q92994
1,P20226,Q01892
1,Q06587,O95503
1,P20226,O60869
1,P20226,Q12962
1,P20226,P17947
1,Q96CW1,Q9NVZ3
1,Q96CW1,P61966
1,Q92966,Q16533
1,P20226,Q00987
1,Q13363,P38398
1,Q13363,Q14526
1,P20226,Q01094
1,Q04864,P41279
1,Q13363,O60341
1,Q13363,P41182
1,P45983,P17535
1,P45983,Q9UQF2
1,P45983,Q9UPT6
1,P45983,Q9NRW4
1,O75884,P28749
1,Q16576,O95983
1,Q16576,Q5PSV4
1,Q16576,P51610
1,Q16576,Q8WXI9
1,Q9NY12,Q14694
1,P45983,Q13202
1,Q9NY12,O14744
1,Q16576,Q8N5A5
1,Q16576,Q9NVP2
1,Q16576,Q16531
1,Q16576,Q15022
1,Q16576,Q96QT6
1,Q09028,P38398
1,Q05048,Q9Y4E8
1,Q09028,Q96ST3
1,P07948,P56945
1,Q09028,Q15022
1,Q09028,P68431
1,P07948,P24941
1,Q09028,Q86YP4
1,O00628,P50542
1,Q09028,O14929
1,P50542,P43155
1,P10721,O75970
1,P10721,O75159
1,O75569,Q9UPY3
1,O75569,Q9Y3U8
1,P27986,Q96B97
1,P27448,Q8WXK3
1,P27986,Q05397
1,P27986,Q9Y4H2
1,P27986,P46109
1,Q13107,P62195
1,P31947,P23588
1,P31947,Q8TEW8
1,P31947,Q9P2M7
1,P31947,Q13627
1,P78396,Q12834
1,P31947,Q6WCQ1
1,P27986,P19235
1,P78396,P06493
1,P27986,P03372
1,P27986,P06241
1,Q13077,P21580
1,P31947,Q9H4B6
1,Q13077,Q92956
1,P27986,Q99704
1,P27986,P41970
1,P31947,Q14966
1,Q06124,P09619
1,Q14258,O14933
1,Q14258,P03372
1,Q06124,P10912
1,Q16620,P23560
1,Q06124,P51692
1,Q06124,Q92835
1,Q06124,O95866
1,Q96FV9,P82979
1,O00471,Q9Y2D4
1,Q9UBU8,O96019
1,O75154,Q86YS3
1,Q9UBU8,Q9NPF5
1,P31943,P55795
1,Q12933,O15111
1,P35240,Q13153
1,P52298,O60684
1,Q12933,Q07011
1,Q12933,Q99683
1,P35240,P31749
1,Q04637,P60520
1,P35240,Q8IY63
1,Q12933,O94972
1,P23443,P31749
1,P23443,Q6R327
1,P29350,Q8N423
1,P29350,P62993
1,Q9NPD3,Q8TF46
1,O15503,O94905
1,P29350,P20138
1,P29350,P20273
1,Q12933,P34931
1,Q12933,Q9NR28
1,P61769,P29016
1,P12931,P00519
1,P61769,P18465
1,P12931,Q16832
1,P12931,P36575
1,Q8IZL8,Q9NXF1
1,Q8IZL8,Q9H4L4
1,Q9NY61,Q99816
1,Q14145,Q9Y3Q8
1,P12931,O95297
1,P12931,P03891
1,Q14145,Q9BTE3
1,Q14145,P10415
1,P12931,P09619
1,P55055,Q14686
1,P55055,P48443
1,Q9UHD2,Q8IUC6
1,Q9UHD2,Q7Z434
1,Q9UHD2,A7MCY6
1,Q13569,P29590
1,P12931,Q14118
1,P12931,Q12879
1,P62195,P01100
1,P62195,Q9Y5K5
1,Q7KZI7,P46939
1,P12931,Q14185
1,P62195,P19320
1,P12931,P35326
1,P33992,Q13416
1,P33992,Q12905
1,Q15628,Q93038
1,P42224,P33992
1,P11473,O75586
1,P11473,P15923
1,P43354,P10826
1,P42224,P15260
1,O95782,Q9UM54
1,Q9Y6Q9,P06401
1,P13688,Q16568
1,P42224,P42345
1,Q9Y6Q9,P03372
1,Q13322,P08069
1,Q13322,P35568
1,Q5T2W1,P51790
1,Q5T2W1,Q9NSA0
1,Q9H0E9,Q9Y4A5
1,Q5T2W1,Q8N130
1,P46109,P42229
1,P51790,Q9HD26
1,P46109,Q13480
1,P52952,Q92833
1,P46109,Q9UQC2
1,O15164,Q13263
1,P46109,P11274
1,Q99704,O60880
1,Q14994,P07900
1,O75791,Q07890
1,Q9UL46,Q06323
1,O75791,P07333
1,Q15648,O43513
1,P30153,Q14164
1,Q15648,Q96RN5
1,P30153,Q8WZ74
1,Q15648,Q13503
1,Q15648,Q92830
1,P06239,P06127
1,P30153,Q6NZY4
1,Q15650,P03372
1,P30153,Q9NUC0
1,Q15466,Q92731
1,P06239,O60496
1,P30153,O75145
1,Q14686,O15550
1,O15230,P50895
1,P42768,Q9H4E5
1,O95999,P31749
1,P42768,P60953
1,P42768,P06241
1,O95999,Q13489
1,Q15653,P25963
1,Q15653,Q9UKB1
1,P08588,Q86UL8
1,Q15366,P26599
1,P49407,Q99418
1,P26599,Q96PU8
1,P49407,P25963
1,P14317,P61158
1,O14543,Q9UBF6
1,Q99848,Q9NX58
1,Q13635,Q15465
1,P46531,Q86Y01
1,P62140,Q12972
1,P62140,Q9H788
1,P46531,Q9UJU2
1,P62140,O94842
1,P62140,Q5UIP0
1,O76064,Q14839
1,P26447,P23297
1,P25098,P08100
1,P25098,Q13371
1,Q9UMX0,Q08722
1,Q9UMX0,P55072
1,Q7KZF4,P10242
1,Q00610,O60784
1,Q9UKX7,O60684
1,Q14241,Q8N1G1
1,Q13185,P45973
1,Q00610,Q6P3W7
1,P12643,Q13873
1,Q13185,Q14839
1,Q13185,P62805
1,P53667,P53671
1,Q13185,P24928
1,Q00610,Q9UKB1
1,Q13185,Q8N488
1,Q00610,P42566
1,Q92466,P40227
1,Q92466,P78371
1,P11831,P35269
1,P50395,P20338
1,P11831,P78347
1,P61006,Q96CV9
1,P61006,Q12851
1,P61006,Q96C24
1,Q16531,Q8TEB1
1,Q16531,Q8IY92
1,Q96CV9,P62491
1,P16104,Q12905
1,P17542,Q12873
1,P16104,Q92993
1,P49959,P38398
1,P49959,Q14676
1,O60934,P38398
1,P35968,P33151
1,P35968,Q9NP31
1,P53618,P48444
1,O95793,Q92900
1,P17948,P49765
1,P62753,Q9UBS0
1,Q15047,Q13263
1,P62753,P62241
1,Q86YT6,P61077
1,P21580,O14920
1,P11308,O14979
1,P11308,P60709
1,P11308,P22626
1,P16333,Q07889
1,Q15326,Q9NR12
1,Q53EL6,P46777
1,Q53EL6,P60842
1,Q15046,Q13155
1,Q15046,P08865
1,P16333,Q8IZP0
1,P16333,P20042
1,P16333,O95819
1,P62330,Q99418
1,P62330,O75154
1,P16333,O15056
1,P16333,Q92918
1,P62330,O60271
1,P16333,Q05397
1,Q07157,O95049
1,P16333,O43639
1,P10301,Q12967
1,Q07157,O43707
1,Q07157,Q8N144
1,P10301,P04049
1,P61956,Q9H4L4
1,P61956,Q96RU2
1,Q13901,Q01780
1,P61956,P26641
1,Q13901,Q9Y3B2
1,P61956,Q9HC62
1,P61201,Q02556
1,P40189,P15018
1,P61956,Q01780
1,Q06187,P50148
1,P54274,Q9BSI4
1,Q06187,P62993
1,P63261,Q9Y281
1,P63261,Q9Y265
1,P61956,Q14202
1,P61956,Q6ZNA4
1,P63261,Q5S007
1,P63261,Q9NQX4
1,O43557,Q92956
1,P61956,Q9H2X6
1,P29353,Q08345
1,P49802,O95295
1,Q9UBE0,Q16678
1,Q9NPQ8,P04899
1,O95832,Q8NI35
1,Q9P2M7,Q04917
1,P29353,P46108
1,P78536,Q13257
1,P29353,P32927
1,P55854,P12814
1,P29353,P05067
1,Q8WUM0,Q8WYP5
1,P78406,Q8N1F7
1,P29353,O15027
1,P29353,Q93008
1,P78406,Q14181
1,P29353,Q12774
1,Q05397,O43294
1,Q05397,P56945
1,P55072,Q9NV58
1,O14893,P62306
1,Q05397,P49841
1,P08621,O43809
1,P08621,Q15287
1,P08621,Q07955
1,P55072,Q9UNN5
1,O95218,Q53GS9
1,P48736,P01116
1,P55072,P78371
1,P26045,Q8TAA9
1,Q9UNZ2,Q13190
1,Q96SB4,Q9UKV3
1,Q96SB4,Q16629
1,Q96SB4,Q8WYQ5
1,P27361,Q07021
1,P27361,Q15418
1,P27361,Q15256
1,O14976,O75146
1,Q07666,P14598
1,Q13492,O00443
1,Q86YM7,Q13255
1,Q07666,O75554
1,Q86YM7,Q16643
1,O00267,P62875
1,P17612,Q5S007
1,P56945,Q05209
1,P46459,O75899
1,P56945,Q9Y5K6
1,P05107,Q14192
1,P62306,Q9Y4Y9
1,Q13432,P06241
1,O14744,Q96RU7
1,Q15843,P19532
1,Q9HBA0,P06241
1,Q8WWW8,P06241
1,O75807,Q15631
1,Q15843,P60866
1,Q92835,O60496
1,Q04917,O43763
1,Q92835,P20273
1,Q04917,P62068
1,Q15843,O94888
1,Q04917,Q5S007
1,Q04917,P61962
1,Q14240,Q9Y262
1,P17947,P49715
1,Q13617,Q8N668
1,Q14240,Q96DG6
1,Q13617,Q9NXV2
1,Q13617,Q92796
1,Q13617,Q9H0E3
1,P05412,Q13526
1,P05412,P63165
1,P49789,P22570
1,Q13620,Q86VP6
1,Q9HAV4,Q12906
1,P05412,Q01196
1,P37198,Q9NVV9
1,O14641,P49910
1,O14641,Q96CW1
1,Q13415,P49736
1,P05412,P49591
1,O14641,Q01167
1,P05412,Q13330
1,P05412,O15226
1,O95373,P62750
1,P25205,Q08945
1,Q9UBD5,Q9Y5N6
1,P68400,P38398
1,Q9Y5N6,O43913
1,P68400,P07900
1,Q9H211,Q9UJX2
1,P68400,O14640
1,P68400,O75379
1,P68400,Q6VY07
1,P06400,Q13029
1,P33991,Q9UBU7
1,P68400,O14757
1,P68400,Q8TAF3
1,P06400,O75884
1,P06400,P78396
1,P06400,O14682
1,Q14103,Q15424
1,P68400,Q8NAV1
1,Q14103,P60709
1,P68400,P05455
1,P68400,Q9HAH7
1,Q92997,Q53G59
1,P06400,P55345
1,Q14689,Q12841
1,P06400,P30260
1,P32121,O00541
1,P32121,P51148
1,P32121,P23528
1,P32121,O75688
1,P06400,O96017
1,P32121,Q8TEY7
1,Q16637,P14678
1,Q16637,P62316
1,Q9UBB5,O95983
1,Q9UBB5,Q9HCN4
1,O95983,Q8WWY6
1,Q9HCU9,Q9H7L9
1,Q16637,P60709
1,Q16637,P38432
1,P14678,Q9UHI6
1,P00519,P29323
1,O75530,Q96JN0
1,P00519,Q13671
1,Q9H7L9,O75182
1,P00519,P07203
1,P00519,O94875
1,P62318,P63162
1,P00519,P62258
1,P62318,P62306
1,Q9NVP2,Q9Y2V0
1,Q12959,O14910
1,Q9NVP2,P49321
1,O14964,O43707
1,P09493,P07951
1,O75554,Q01844
1,P51681,P10147
1,P21675,P49848
1,P21675,Q9Y294
1,P21675,P28749
1,Q9Y2U5,Q99759
1,P21675,Q15543
1,P21675,P62380
1,O75643,O43172
1,Q00987,P49757
1,P10275,Q99816
1,Q00987,P98177
1,P10275,O43294
1,Q15424,Q9H492
1,O95835,Q9GZV5
1,P10275,Q96PM5
1,Q00987,Q02878
1,Q00987,P48730
1,Q00987,P48729
1,Q00987,Q71UM5
1,Q00987,P14618
1,P10275,O94906
1,Q00987,Q9H3D4
1,P10275,Q05086
1,Q00987,O95376
1,P38398,Q6PJG6
1,P23528,P05023
1,P23528,Q01518
1,P10275,P43146
1,P23528,P00533
1,P24941,Q8WWL7
1,P10275,Q9Y252
1,P08581,P62993
1,P24941,O75365
1,P08581,P35222
1,Q92793,P10242
1,Q92793,P04637
1,Q92793,P41235
1,Q96EY1,P11142
1,Q96EY1,O60674
1,P24941,P26583
1,P24941,O75496
1,P40692,Q9UHC1
1,P27348,Q04912
1,Q9NPF5,P49758
1,Q92793,P29590
1,Q92793,Q13948
1,Q9NPF5,O95619
1,Q92793,P84022
1,P27348,P46937
1,Q92793,P10243
1,Q6UWE0,Q9BUL5
1,Q92793,Q01094
1,P11802,P30279
1,Q92793,P20823
1,Q92793,P09629
1,P27348,P06748
1,Q92793,Q15797
1,P20248,Q9BY12
1,Q92793,O14920
1,P14635,Q86WB0
1,P27348,Q6ICG6
1,P27348,P84103
1,Q13950,P56524
1,Q13950,P01100
1,P03372,Q9Y6C9
1,P78527,Q12905
1,P03372,P55345
1,P03372,Q9BTT4
1,Q10567,P42566
1,P78527,P45984
1,Q10567,P61966
1,P03372,O94776
1,P78527,P19838
1,Q99683,O00463
1,P03372,P60842
1,P03372,P06576
1,Q13485,Q9Y6X2
1,Q99683,P31749
1,Q99683,P09488
1,Q13485,Q9UI36
1,Q99683,P46734
1,P11277,P11171
1,Q13485,Q9UJU2
1,Q13485,P61244
1,P03372,Q9UNE7
1,Q15654,P62263
1,Q13485,O15105
1,Q13526,Q96Q89
1,Q13526,P19784
1,P03372,Q9Y4L1
1,Q13526,Q9Y6Q9
1,Q13526,P30307
1,P03372,Q9P2J5
1,Q9H1J1,Q15287
1,Q13526,Q15131
1,Q13616,P62877
1,Q15796,P12757
1,Q04206,Q92750
1,Q13616,Q13098
1,Q04206,P35637
1,Q15796,Q9UM13
1,Q13616,Q9BXB5
1,Q13616,Q86WB0
1,Q15796,Q6ZNA4
1,Q13616,Q99459
1,Q04206,Q92785
1,Q15796,Q96PU5
1,Q13616,Q9NXK8
1,P15408,P17275
1,Q13616,Q92990
1,Q13616,Q9H469
1,O60885,Q6NYC1
1,O60885,Q15059
1,P15408,P15336
1,O60885,Q96FS4
1,P31749,Q3V6T2
1,Q13616,P28070
1,Q13616,O60826
1,Q13616,Q9BTE7
1,P31749,P12268
1,P31749,P07900
1,P31749,P31751
1,P31749,P56279
1,P63165,P25963
1,P31749,O95988
1,P31749,Q5T1C6
1,P62993,P35916
1,P31749,Q6R327
1,Q9UK22,P02765
1,P63165,Q9NP62
1,Q9HB71,Q92995
1,Q14999,Q8N3Y1
1,P78537,O95295
1,P63165,Q16665
1,P63165,P38398
1,P62993,P20273
1,P63165,P18621
1,Q92731,Q15393
1,P63165,A6NHR9
1,Q13257,Q15013
1,P63165,O15169
1,P62993,Q08209
1,P63165,P02545
1,P63165,O95551
1,P62993,Q9ULH1
1,P62993,Q9Y478
1,Q9NZL9,P31153
1,P62993,Q9UM73
1,P63165,Q14191
1,P62993,Q12774
1,P63165,P16402
1,P63165,P78317
1,P62993,P12236
1,P63165,P54252
1,P07550,Q8TEY7
1,P48552,Q07869
1,P48552,P10276
1,Q13619,Q9UBF6
1,Q93096,O95379
1,P48552,P27348
1,Q13619,Q969U6
1,Q13619,P61201
1,Q15788,Q09472
1,P37173,P01137
1,Q15788,Q14994
1,Q15788,P10828
1,P37173,P07900
1,O95619,O75410
1,O95619,O43257
1,Q16623,Q9BV40
1,Q09472,P24385
1,Q09472,Q07869
1,Q16623,P40222
1,Q09472,P12004
1,Q09472,O75444
1,Q09472,P06454
1,Q09472,Q99966
1,P21579,Q13277
1,P60880,Q14721
1,Q09472,Q13469
1,P51668,Q8ND25
1,Q16695,O75164
1,P61077,Q969V5
1,Q09472,Q8N9B5
1,Q09472,Q14686
1,Q09472,Q96RK1
1,Q09472,Q01196
1,P61077,Q9NTX7
1,Q92560,Q01167
1,Q09472,Q9H160
1,Q09472,Q06546
1,P45973,Q9H2P0
1,P45973,Q96KQ7
1,Q92560,P85037
1,Q09472,P48436
1,P85299,P42345
1,Q96HR3,Q15528
1,P85299,Q6R327
1,Q96HR3,Q9BTT4
1,Q09472,P22736
1,Q96HR3,O75586
1,P49840,Q9P0R6
1,Q09472,Q04206
1,Q15528,Q9NVC6
1,P30154,Q70EK8
1,Q9NWA0,O60244
1,Q9NWA0,O75586
1,Q09472,Q99717
1,P55036,O00487
1,Q9NWA0,Q9NX70
1,Q09472,Q8IXJ6
1,P55036,P49720
1,P45984,O60239
1,O96017,Q96NY9
1,O96017,P30304
1,O96017,P14618
1,P84022,P17275
1,P84022,P17676
1,P40763,Q9P0J0
1,P83916,P68431
1,P84022,P51587
1,P84022,P98177
1,P40763,P46781
1,P84022,O15151
1,P83916,Q99728
1,P84022,O95405
1,P84022,P35222
1,O95292,P63027
1,O95292,Q9BZF3
1,O75821,O15372
1,O95292,Q14849
1,P84022,P04637
1,O75821,P55884
1,P63027,O94806
1,O75821,P60228
1,Q13490,P15170
1,P84022,P61244
1,O75558,Q9UHD2
1,P84022,Q9BZL4
1,Q9UIG0,O00159
1,P00533,P08195
1,Q08211,P38398
1,Q08211,Q12906
1,Q08211,P11388
1,Q93034,Q7L5N1
1,Q08211,Q14191
1,P00533,O14964
1,P18847,Q15744
1,P18847,Q13547
1,P00533,P13647
1,Q7L5N1,Q9H9Q2
1,Q16665,O15379
1,P00533,O95782
1,P06730,P78344
1,P00533,P40818
1,Q16665,P14618
1,O00220,P50591
1,P00533,P63010
1,P00533,O95470
1,P00533,Q16543
1,Q15139,P27348
1,Q9UNN5,P34932
1,P16144,Q15149
1,P00533,O43707
1,P00533,Q14155
1,P18848,Q9NS37
1,Q99961,Q7L190
1,Q92905,P17535
1,O43707,P06396
1,P00533,Q13905
1,P00533,Q6S5L8
1,P00533,Q9NZM3
1,Q14566,P33993
1,Q92905,Q9BT78
1,P18827,P08311
1,O14936,P23634
1,Q15768,P54753
1,O14936,Q8WXD9
1,Q92905,Q15048
1,Q92905,Q13616
1,Q15388,O96008
1,Q9NS69,O43542
1,Q14697,P08575
1,Q71U36,P07437
1,Q92905,P62877
1,O00273,Q9Y4E8
1,O00273,Q96NT1
1,P19022,P35222
1,P19022,Q96NW7
1,Q71U36,Q9NQC7
1,P35222,Q9HCS4
1,O75056,Q14247
1,P37088,P46934
1,P35222,P36402
1,P63279,Q969Q1
1,P48023,P25445
1,P48023,Q12923
1,P63279,P41212
1,P48023,Q96RF0
1,P63279,Q03933
1,O95630,Q9H444
1,O95630,Q9NZZ3
1,P01100,P20749
1,P63279,P09874
1,Q99497,O94776
1,P63279,Q9UHF7
1,P63279,P35227
1,P25963,P12235
1,P01100,Q99576
1,Q14498,Q96SB4
1,Q9UJY4,Q9UJY5
1,Q8WX92,P01100
1,Q15836,P32856
1,Q9UJY5,Q9Y5Z0
1,Q13114,Q9HAV5
1,P17275,P53539
1,P20618,P49662
1,Q15233,P01106
1,O00463,P43489
1,O00463,O43353
1,P15976,Q05516
1,P15976,O15379
1,Q15306,P41182
1,Q15306,P42226
1,P01732,P10966
1,Q8TF05,Q16204
1,Q9NY27,O75663
1,P20936,P08631
1,Q14152,Q9Y262
1,P20936,P54753
1,P20936,P06213
1,Q14152,O00303
1,P20936,O60496
1,O14745,P41145
1,P52333,Q92783
1,P55884,O00571
1,O14745,O15439
1,P78344,P04792
1,P12757,Q9Y618
1,P42858,Q9Y371
1,Q9HC52,P78364
1,Q9HC52,Q9BSM1
1,P43403,P20936
1,P40337,Q99814
1,Q08881,P62937
1,P60903,Q9H1D0
1,P60903,Q9NQA5
1,Q96B97,Q07889
1,Q96B97,Q99963
1,P40337,P24941
1,Q96B97,Q9UDY2
1,P52435,O15160
1,P49720,Q6XUX3
1,P49720,Q15008
1,Q96B97,P50570
1,Q96B97,Q15019
1,P17980,Q9P2W1
1,P17980,Q9UNM6
1,O15357,P62993
1,P17980,Q15008
1,O15357,Q13480
1,P62837,Q8NG27
1,O14818,Q14164
1,O14818,P22392
1,P17980,P28074
1,Q9BQQ3,Q08379
1,P25789,P28072
1,P43686,P35998
1,P43686,O00231
1,P43686,P22234
1,P62837,P98170
1,O95460,O00339
1,Q9NPC6,P12814
1,Q9NPC6,O15273
1,P04792,P02489
1,P35568,P08069
1,P04792,P99999
1,P35568,O14543
1,P04792,O94782
1,Q9Y5K6,P52907
1,P04792,Q15029
1,P05556,P17301
1,P05556,P19320
1,P05556,P56199
1,P05556,Q13418
1,P05556,O75369
1,Q08209,P62937
1,P05556,Q13797
1,P78545,P31939
1,P78545,Q15323
1,Q02790,Q8IVV2
1,Q9Y262,P60228
1,Q8WU20,P41743
1,P11274,P19447
1,P11274,P08631
1,Q8TF42,P62993
1,Q8TF42,Q96PM5
1,Q86TG7,O95751
1,Q8IUC4,P61586
1,Q8IUC4,P20823
1,O75385,Q9BXW4
1,P07355,P40692
1,P08134,Q9Y4D1
