Cls,IntA,IntB
1,Q9NXG2,Q96PZ0
1,P46934,P30307
1,P15927,Q13156
1,Q8IWL3,A6NFY7
1,Q9HBG6,Q9P2L0
1,Q9HBG6,O75386
1,P46934,Q96B67
1,P15927,Q9NZC9
1,Q13191,P29353
1,P35244,P49736
1,O00308,Q9NR12
1,Q13191,Q14155
1,P35244,Q9NSA3
1,P35244,P40337
1,O00308,Q96B67
1,Q96PU5,Q4VCS5
1,Q96PU5,Q04917
1,Q12904,Q15046
1,Q9H0H5,Q96RN1
1,Q9H0H5,Q7RTP6
1,Q9UJW9,Q8N6Y0
1,P16671,P07996
1,P43034,P68402
1,Q9Y446,Q14126
1,Q9Y446,P32926
1,P27635,P19525
1,P32519,P19838
1,P21980,P40337
1,P47897,Q13155
1,P27635,P30050
1,O43463,P26358
1,P27635,P46777
1,O43463,Q9UIS9
1,Q02535,P23409
1,Q92968,P50542
1,P27635,P08708
1,O43463,Q01081
1,P27635,Q92769
1,O43463,Q9C0F3
1,Q96CJ1,Q9UHB7
1,Q96JC9,Q9UHB7
1,P27635,P60866
1,P52564,Q9UL54
1,P52564,P46734
1,Q14209,P25440
1,O00716,Q14186
1,P27635,P47813
1,Q9Y463,P20823
1,Q9UEW8,P02686
1,Q99933,P34932
1,P20226,P29084
1,P20226,P21675
1,P20226,Q5SXM2
1,Q06587,Q9BSM1
1,Q96RK4,Q8NFJ9
1,P20226,Q9Y5Q9
1,P20226,Q03060
1,Q96CW1,Q9UBC2
1,P20226,P24928
1,P61073,Q16643
1,P20226,O00268
1,P20226,P49848
1,Q14721,Q8TDN1
1,Q13363,P42858
1,Q13363,Q00987
1,P62316,P62314
1,Q13363,Q8N3X6
1,P51948,P38398
1,P51948,P03372
1,P51948,P09086
1,O15151,O14757
1,Q9Y333,Q9Y4Y9
1,O15151,Q00987
1,P45983,P19419
1,Q9Y4Z0,P63162
1,P45983,P00533
1,Q9NY12,O60832
1,P60510,Q8TF05
1,Q16576,P03372
1,Q16576,Q12830
1,Q92888,Q03113
1,Q92797,Q00613
1,P07948,P29353
1,Q09028,Q9NVP2
1,Q09028,Q6MZP7
1,P07948,P00533
1,Q99081,Q9Y4Z2
1,P07948,P15941
1,P07948,P32927
1,P07948,P12931
1,Q09028,Q12873
1,Q03181,O60341
1,O00257,Q99496
1,P10721,P27986
1,Q13224,Q92796
1,Q13224,Q15700
1,P10721,O60674
1,Q8N488,P67870
1,Q13107,P19474
1,P27986,P01112
1,Q13107,O43395
1,Q13107,O43447
1,Q13107,Q15020
1,P27986,P42338
1,O60583,O60885
1,O60583,Q9UHB7
1,P27986,P29350
1,P27986,P35222
1,P27986,P60953
1,P78396,P38936
1,P27986,Q07666
1,P78396,O43294
1,P27986,P16234
1,P78396,Q02539
1,P31947,Q9UBF8
1,P31947,Q86W92
1,P27986,P48023
1,P31947,P17706
1,P31947,O94885
1,P27986,P42336
1,P27986,P29376
1,P31947,Q96IF1
1,P31947,Q7L5N1
1,Q13077,Q14161
1,Q14258,P51668
1,Q06124,Q05397
1,O14933,Q6ZMZ0
1,Q16620,P34130
1,Q14232,P18825
1,Q06124,Q9UKJ1
1,Q9UBU8,Q96HT8
1,Q06124,P00533
1,Q9UBU8,Q9Y230
1,Q06124,Q08345
1,Q9UBU8,Q92993
1,Q9UBU8,O95619
1,Q06124,P20138
1,Q12933,P21580
1,Q12933,P41279
1,Q12933,Q13546
1,Q12933,O15519
1,Q12933,Q9NYA1
1,Q04637,Q13283
1,Q12933,Q9Y4K4
1,P29350,Q05655
1,P29350,P31994
1,Q12933,P20333
1,P29350,Q8TDQ1
1,Q9NPD3,Q9NQT4
1,Q12770,O15503
1,P29350,P31260
1,O15503,Q96CS3
1,P29350,O60674
1,P29350,P06239
1,P30443,Q8NHL6
1,Q12933,Q9Y6K9
1,P61769,P30460
1,Q12933,Q9UNE7
1,P01889,Q8NHL6
1,Q8IZL8,P61956
1,P12931,P42224
1,Q6P1K2,Q8NBT2
1,Q8IZL8,Q9Y4W2
1,Q14145,O75323
1,Q9NY61,O96017
1,Q9NY61,Q04206
1,P12931,P18545
1,P55055,P28702
1,P20042,P41091
1,P12931,Q13114
1,P12931,O14920
1,P12931,P07900
1,P55055,O60341
1,Q13569,P10827
1,P12931,P06401
1,Q13569,P03372
1,P12931,Q8WUM4
1,Q7KZI7,P04066
1,Q7KZI7,Q9P0L2
1,P12931,P12830
1,P62195,P35998
1,P12931,P10828
1,P12931,P35869
1,P62195,P10276
1,P12931,O43281
1,P12931,Q01973
1,P62195,Q9NPP4
1,P62195,P54725
1,P28222,P08908
1,P12931,P68133
1,P62195,P25787
1,P33992,Q14566
1,P42224,P52630
1,P42224,P11473
1,P17706,P62191
1,O95782,O00291
1,Q9Y6Q9,Q92731
1,O95782,Q14677
1,P13688,P40199
1,Q13322,Q02750
1,P49137,Q8IXK0
1,Q13322,P46934
1,Q96A47,Q969G2
1,Q5T2W1,O76082
1,P46109,P00519
1,Q5T2W1,O94887
1,P46109,Q07889
1,Q5T2W1,Q9H2G2
1,Q9H0E9,Q9Y265
1,Q99593,P52952
1,Q8TD31,P49675
1,P46109,P19235
1,Q8TD31,Q96EV8
1,O15164,Q9UPN9
1,P10276,P23769
1,Q99704,P09769
1,Q99704,P29353
1,Q99704,P00533
1,Q15648,P10276
1,Q15648,P10827
1,O75791,Q92918
1,Q15648,Q9NX70
1,Q15648,A0JLT2
1,Q49AN0,P56645
1,P30153,Q14738
1,P06239,P04049
1,P30153,Q14BN4
1,P06239,P04216
1,P30153,P07900
1,Q15466,P41235
1,P06239,Q13501
1,P30153,O95684
1,Q15466,Q00987
1,P30153,Q93052
1,P06239,P56945
1,Q14686,P10276
1,P30153,Q6P9B9
1,P30153,Q5S007
1,P30153,Q9NV88
1,Q9ULZ2,Q96B97
1,P30153,Q9BXL8
1,Q14686,Q9UBL3
1,O15230,Q02388
1,O75448,P24863
1,P42768,P08631
1,P10827,Q93074
1,P18075,Q04771
1,P98082,Q15796
1,Q04771,P36896
1,P98082,Q14689
1,P16410,P33681
1,P49407,P25025
1,Q15366,Q15365
1,P49407,P50053
1,P49407,Q13428
1,Q99848,P62633
1,P80217,Q6UXB4
1,P49407,P23528
1,P48745,P23142
1,P49407,P25105
1,Q15596,P04150
1,P46531,P49768
1,P46531,Q06330
1,P46531,P19838
1,Q15596,P38398
1,Q15596,P43363
1,P62140,Q6UXN9
1,P46531,Q09028
1,P62140,P68543
1,P46531,O60341
1,Q9UMF0,P49768
1,Q92542,Q9NZ42
1,Q00610,P09496
1,Q7KZF4,P29083
1,O96020,P38936
1,Q7KZF4,Q86UE4
1,Q00610,Q13492
1,P02458,P12643
1,Q00610,P23508
1,Q13185,Q9Y468
1,Q13185,O75461
1,Q00610,O75674
1,Q13185,Q96KQ7
1,O00238,P12644
1,Q16531,Q13098
1,Q16531,Q99627
1,Q16531,Q9BW61
1,P61006,Q96QF0
1,P61006,Q01968
1,P41240,P08069
1,P16157,Q5VST9
1,P16104,Q14676
1,P16104,O14929
1,P49959,Q15554
1,P25791,Q02575
1,Q86U70,Q9NVW2
1,P35968,P46940
1,P53618,P24390
1,O95793,Q06787
1,P48444,P49755
1,P15692,P35052
1,P53621,Q8N6T3
1,P53621,Q70CQ1
1,Q15047,Q13547
1,P53621,Q9UBF2
1,P62753,P62269
1,P11308,P78527
1,P56159,P39905
1,P21580,P62258
1,O00451,Q99748
1,Q6X4U4,P12644
1,Q96T58,Q9HD15
1,O14646,Q08945
1,P21580,Q9Y508
1,P16333,Q16513
1,P62277,P62241
1,P62277,P62701
1,Q13155,P41252
1,P16333,O00401
1,P62330,P20309
1,P62330,P21283
1,P62330,P00533
1,P16333,P48023
1,Q07157,O95471
1,P61956,Q9UBT2
1,P10301,Q8WWW0
1,P61956,Q969Q1
1,Q8WWW0,Q13043
1,P61956,O00410
1,P61956,P38646
1,P61956,P11142
1,P55789,Q99627
1,P61956,P11388
1,P55089,P34998
1,O43765,P11441
1,P61956,Q9Y4W2
1,P63261,P51572
1,P61956,Q9Y2K1
1,Q14116,P29466
1,Q9UM54,Q9UHP3
1,P29353,P29317
1,O43524,P31749
1,P29353,Q05655
1,P29353,P21860
1,Q9UBE0,P55854
1,P29353,Q05397
1,P29353,Q13480
1,O95832,O95049
1,P57087,Q9BX67
1,P17844,P19320
1,O00305,O00555
1,P29353,Q14118
1,P29353,P00533
1,Q9UQM7,Q13554
1,P29353,P06213
1,P46060,Q9P0U3
1,Q92841,Q8WYQ5
1,O14893,P62304
1,P55072,P38398
1,Q05397,O75925
1,P55072,Q8TAT6
1,P55072,Q8NHG7
1,P55072,O94888
1,P08621,P62314
1,Q05397,P05556
1,Q05397,P06241
1,P08621,Q8TEQ6
1,Q05397,Q92569
1,O43809,P19320
1,P55072,Q9Y5A7
1,Q96SB4,P26368
1,P55072,Q8WV99
1,P55072,Q969W3
1,P48736,Q8WYR1
1,P55072,Q13099
1,Q96SB4,Q14739
1,P26045,Q04917
1,P27361,P19419
1,Q9UNZ2,Q8TAT6
1,Q96SB4,Q9UQ35
1,P27361,Q16539
1,P27361,P36507
1,Q96JH7,Q96CS3
1,Q96SB4,Q9NRR4
1,Q96SB4,Q9NQ29
1,Q14677,P56377
1,P27361,P23467
1,P27361,Q14160
1,P27361,P49366
1,Q13492,P53675
1,Q07666,P62993
1,Q9NSC5,Q86YM7
1,Q07666,P51531
1,Q07666,O60861
1,Q07666,P09651
1,P17612,Q04206
1,P50995,P06703
1,P46459,Q9UBS5
1,P56945,Q14185
1,P56945,Q14511
1,P05107,Q9UNS2
1,P56945,P06241
1,O14744,Q9BQA1
1,O60759,Q99418
1,Q15843,P15374
1,Q15843,Q8TBC4
1,Q15843,P61081
1,O14744,Q9BX10
1,O75563,Q9Y2R2
1,P30305,P03372
1,Q15843,P62917
1,Q15843,P33991
1,P30305,Q92764
1,Q15843,P26639
1,Q04917,Q8TBZ3
1,Q15843,P62249
1,Q15843,P62263
1,Q04917,Q15678
1,Q14511,Q8TDZ2
1,Q14240,P07237
1,Q14511,P46108
1,P17947,Q15233
1,P17947,P15976
1,Q13617,Q15369
1,P17947,P23769
1,Q14240,Q08AM6
1,Q13617,P19532
1,Q14832,P35813
1,Q13617,Q96GG9
1,Q13617,Q15170
1,Q99569,Q14160
1,Q13617,P51668
1,P05412,Q02930
1,O00410,Q9H5J8
1,O00410,P26373
1,P05412,P38398
1,P05412,P35638
1,Q13620,P11142
1,Q13620,P38646
1,Q13620,Q99627
1,P61970,P37198
1,P37198,Q7Z3B4
1,Q13415,O43929
1,O14641,P85037
1,Q99418,Q8WWN9
1,Q13416,P20248
1,P25205,P24941
1,P25205,O43768
1,O95373,Q70CQ1
1,O15397,Q9NQX6
1,P68400,P32121
1,P05412,Q969G3
1,P68400,P11388
1,P68400,P37840
1,P06400,P05120
1,Q9H211,P06748
1,O43913,P49736
1,O43913,Q9UFC0
1,P06400,Q16254
1,P06400,O00257
1,P68400,P05198
1,P60033,Q9P2B2
1,O43422,Q13043
1,Q14103,P34932
1,P06400,P62937
1,P35249,Q9Y2K6
1,Q96EV8,P78537
1,P32121,Q6DKI1
1,P06400,Q14186
1,P06400,O14757
1,P06400,Q96PU4
1,O00422,P56282
1,Q16637,P62318
1,Q16637,Q8TEQ6
1,Q9UBB5,Q9BTC8
1,Q16637,Q96AE4
1,O95983,Q8WXI9
1,Q16637,P62304
1,P13984,O43719
1,O95983,O60341
1,Q16637,Q9BQ83
1,O75530,P26358
1,O75530,P46087
1,O75530,Q9Y483
1,P62318,O14744
1,P62318,P62308
1,P62318,Q15428
1,Q13112,P68431
1,P00519,P08631
1,Q12959,Q9UQM7
1,Q9NVP2,Q9Y2R9
1,P00519,P42566
1,Q12959,Q9NS75
1,O14964,Q99698
1,P00519,P12956
1,Q9UHI6,P62308
1,Q9UHI6,Q9UKV8
1,Q9UHI6,Q9UQL6
1,Q9UHI6,Q99623
1,Q9UHI6,Q96DB2
1,P54253,Q92993
1,P21675,Q15542
1,P21675,P01100
1,Q00987,O96017
1,O75643,P62304
1,Q00987,Q96DY7
1,Q15424,Q9GZQ8
1,O95835,P06493
1,O95835,Q9H8S9
1,Q00987,P04264
1,Q00987,P35527
1,Q00987,P60709
1,P10275,Q8N2W9
1,Q00987,P62829
1,P10275,Q9NQU5
1,Q00987,P27348
1,P38398,P31749
1,P10275,Q8IZL8
1,P38398,Q9GZX5
1,P38398,Q16666
1,P10275,P60484
1,P10275,P50613
1,Q00987,P23396
1,P38398,Q96LR5
1,P10275,P24864
1,Q00987,P61086
1,P38398,O15084
1,P38398,P31689
1,P23528,P53667
1,P10275,P12235
1,P23528,Q92598
1,P24941,Q9UIV1
1,P23528,P19320
1,P24941,Q99523
1,P10275,Q9UNE7
1,P10275,P40337
1,P24941,P11586
1,Q92793,P98177
1,P24941,P00505
1,P08581,Q16827
1,P08581,P46108
1,Q96EY1,P38484
1,P24941,P10809
1,P24941,P30281
1,Q96EY1,Q13418
1,P13693,P29692
1,P24941,Q00526
1,P27348,Q9P0K7
1,P27348,Q8WUI4
1,Q92793,Q9UBE8
1,Q92793,P38398
1,P27348,Q07812
1,P27348,Q99683
1,Q9NPF5,Q6PIV2
1,Q92793,Q15796
1,Q92793,P11362
1,P27348,Q8IUF1
1,P27348,Q7KZI7
1,Q92793,P15036
1,P27348,P26196
1,Q92793,P15923
1,Q92793,P04150
1,P27348,P08670
1,P20248,Q96PU4
1,P27348,P07910
1,P20248,O75496
1,Q92793,P18848
1,Q92793,Q86UE4
1,P27348,P26045
1,Q92793,Q13568
1,Q92793,Q92794
1,Q92793,Q02246
1,P03372,P34932
1,Q13950,Q13951
1,P03372,Q96RI1
1,P03372,P10589
1,P49810,Q96BI3
1,P78527,Q14191
1,P49810,Q14204
1,P03372,Q8TDD1
1,Q10567,P84077
1,Q10567,Q14677
1,Q10567,Q96PC3
1,Q15811,O00161
1,Q15811,P42566
1,P78527,Q9Y265
1,Q15811,P60953
1,P03372,P04844
1,P03372,P62249
1,Q99578,Q01851
1,P03372,P04406
1,Q13485,Q99717
1,Q01082,Q16643
1,P03372,P68032
1,P03372,Q07020
1,Q15654,P27105
1,Q13485,Q93008
1,P03372,Q7Z6Z7
1,P03372,P13645
1,Q8WZ42,Q9NVP2
1,P03372,P49327
1,P03372,P07237
1,P03372,P27708
1,P03372,Q86V81
1,O14757,P98170
1,Q13526,P14618
1,Q15796,Q13547
1,Q15796,P84022
1,Q15796,O75593
1,Q15796,P35222
1,Q04206,Q9H1I8
1,Q15796,P03372
1,Q15796,P06213
1,Q04206,Q8TBK2
1,P63165,Q13569
1,P63165,Q9UBC3
1,Q13616,O75164
1,P63165,P23497
1,Q13616,Q92564
1,P31749,P29474
1,P30530,Q14393
1,P62993,P07550
1,P62993,P35462
1,P62993,P00533
1,P63165,Q02078
1,P62993,P20936
1,P62993,P35568
1,P63165,P04637
1,P63165,P56524
1,P62993,P09917
1,P62993,P15941
1,P63165,O43290
1,P62993,Q13905
1,O95295,Q6QNY0
1,P63165,Q01826
1,P63165,P46776
1,P62993,Q9NRF2
1,P62993,P08247
1,Q92731,Q4J6C6
1,P62993,P35579
1,P62993,P07437
1,P63165,P16403
1,P62993,P12268
1,P63165,P16401
1,P63165,Q9NR30
1,P62993,O75083
1,Q13257,Q9P2N7
1,P62993,P26641
1,Q13257,Q15645
1,P62993,P62805
1,P63165,Q9BQG0
1,P62993,Q8IVH8
1,Q15013,Q15645
1,P63165,P08865
1,P62993,Q8WUM4
1,Q99719,Q92599
1,P62993,Q99816
1,Q99719,Q9P0V9
1,P62993,P19320
1,Q9GZM8,Q00535
1,P48552,P19793
1,Q9Y266,P07900
1,P35625,P08253
1,P48552,O15379
1,P01033,P14780
1,P17544,Q93096
1,Q13619,Q66K64
1,Q13619,Q9NZJ0
1,P28070,Q9Y5K5
1,Q15583,P29590
1,Q13619,Q13098
1,Q13619,Q9NXF7
1,Q15788,P19793
1,O43541,O95630
1,Q15788,P11473
1,Q13619,Q9BTE7
1,P10909,Q8N668
1,P10909,P12956
1,Q15788,P06401
1,Q15788,Q92841
1,P37173,O15105
1,O95619,O95359
1,Q15788,P22736
1,P51965,Q9P0P0
1,P60880,P63027
1,P51965,Q13049
1,P60880,O14964
1,Q8WXE9,P42566
1,Q09472,Q9UK53
1,Q8WXE9,Q96CW1
1,P51668,Q9UBF6
1,Q09472,Q13562
1,Q09472,Q00839
1,P61077,Q96BH1
1,P61077,Q96EP1
1,P45973,Q9Y689
1,Q09472,P84022
1,P45973,Q9Y6K1
1,P06401,Q9H467
1,P06401,P40763
1,Q09472,P35869
1,P45973,P62805
1,Q09472,O43524
1,P45973,Q8N9R8
1,Q09472,Q14814
1,P45973,Q6KC79
1,P45973,Q5T3J3
1,Q96HR3,O95402
1,Q96HR3,Q13503
1,Q96HR3,P49336
1,Q09472,P20749
1,Q15528,Q9BTT4
1,P55036,Q9Y5A7
1,P55036,Q15008
1,Q09472,P61244
1,Q09472,Q13547
1,Q09472,P36956
1,Q9NWA0,Q9P086
1,Q9NWA0,Q9BUE0
1,Q09472,Q13309
1,Q9NWA0,P19388
1,Q9NWA0,P61218
1,O96017,P43246
1,Q14118,O15230
1,P45984,P50616
1,Q92800,O43189
1,P40763,Q6IA86
1,P83916,Q7Z589
1,P84022,Q13573
1,P84022,P50616
1,P23763,O95292
1,O95292,P48039
1,O00161,P13569
1,P84022,Q9UJU2
1,Q13490,Q96HA8
1,Q92956,Q9NYU2
1,P84022,Q9BYW2
1,P00533,P30304
1,P84022,Q99836
1,Q14764,Q9UKK3
1,Q9UIG0,Q02880
1,Q8TAQ2,O14497
1,P40424,O00470
1,P00533,P01133
1,P40424,P55347
1,P00533,P20936
1,P40424,P09016
1,Q08211,P52565
1,P00533,P56539
1,Q93034,Q96Q27
1,Q93034,Q9H672
1,P00533,O75368
1,P18847,P17535
1,P00533,O60884
1,P00533,Q9UBB4
1,Q16665,P04637
1,Q16665,Q9HBZ2
1,Q7L5N1,Q9H0C5
1,Q7L5N1,Q9P2G9
1,P00533,Q9NSE2
1,Q7L5N1,Q96L50
1,Q16665,Q13617
1,P06730,Q13541
1,P00533,P26641
1,Q16665,P08238
1,Q9UNN5,Q9UKB1
1,Q9NR30,P61956
1,O75618,Q8WXF8
1,P00533,Q9UBS4
1,Q9NWB7,Q8NDI1
1,P18848,Q96RU7
1,Q9NWB7,Q96AJ1
1,P18848,Q9Y297
1,P18848,Q9UKB1
1,O00411,P25963
1,Q92905,P04637
1,P00533,P19338
1,Q92905,P10599
1,O14936,Q9UHC6
1,O14936,Q16650
1,O14936,Q9ULB1
1,Q92905,O94889
1,Q92905,Q9P2J3
1,Q92905,Q53GT1
1,Q92905,P63104
1,P35222,P55286
1,Q71U36,Q9Y265
1,Q71U36,Q9UBS4
1,P63279,P19438
1,P63279,P49792
1,P35222,Q6P1J9
1,P37088,Q96PU5
1,P51168,P46934
1,P63279,P46060
1,P63279,P55854
1,P35222,Q13308
1,P63279,P19544
1,P63279,P02545
1,P35222,P02511
1,P48023,Q92851
1,P63279,P15336
1,P48023,Q8WV41
1,P48023,Q9NZM3
1,Q9NYA1,P07858
1,P63279,P25445
1,P13569,Q9HD26
1,O95630,O43633
1,P13569,O15554
1,P01100,P17544
1,P25963,Q969T4
1,P63279,P18754
1,P01100,Q8N2I9
1,Q14498,O00422
1,Q14498,P78362
1,Q14498,P49760
1,P40222,Q13277
1,Q02930,P15336
1,Q9UJY4,P11717
1,Q15836,Q13277
1,Q8WX92,Q8IXH7
1,Q15836,O43752
1,Q92673,Q9UJY5
1,Q13114,P36941
1,Q99717,Q04771
1,Q13114,O43353
1,Q15233,P03372
1,O00463,Q92956
1,P15976,Q15648
1,P15976,Q9UQL6
1,O00463,P28908
1,O00463,Q7Z434
1,Q15306,Q02790
1,Q9NYB0,Q8IY92
1,Q9NYB0,P12956
1,P01732,P30443
1,Q99062,P04141
1,P20936,P08133
1,P20936,P42858
1,Q14152,O15371
1,O14745,Q92887
1,O14745,Q9NQ66
1,O14745,P15311
1,O14745,Q6ZVD8
1,O14745,O60346
1,P42858,Q8N2W9
1,P42858,Q12873
1,O95931,P35227
1,P12757,O75376
1,O95931,Q9HC52
1,P42858,O14776
1,O95931,Q8NDX5
1,Q9HC52,P35227
1,P78364,P35226
1,P43403,P06241
1,P40337,Q8TEY7
1,Q08881,P06241
1,P60903,P07858
1,P60903,P47712
1,Q96B97,O75340
1,P40337,O95267
1,P40337,Q9H0U4
1,P40337,Q9P031
