Cls,IntA,IntB
1,P20338,Q96T51
1,P06241,P35222
1,P56556,Q9UI09
1,P22681,O75791
1,Q96T51,O75928
1,P06241,Q9Y210
1,P15498,P61978
1,Q9NX14,O43920
1,P06241,Q9BZW8
1,P20749,P19838
1,O75380,O95182
1,P20339,Q9UKG1
1,P20339,Q01968
1,P15498,P43403
1,P20339,Q9NRW7
1,Q13323,Q92843
1,P15498,P27986
1,O00560,P30203
1,P12236,Q5S007
1,P19174,P16234
1,Q9H8S9,Q7L9L4
1,Q14457,P10415
1,Q14457,Q8NEB9
1,Q15075,P61020
1,Q15075,P51148
1,Q14457,Q96F24
1,Q8TCY5,Q96G30
1,P15172,O43463
1,O14965,Q9Y6A5
1,P19174,O43561
1,Q14318,Q9GZT9
1,Q13286,Q53GQ0
1,P19838,P25963
1,P19838,P03372
1,Q7Z4H7,Q9H6D7
1,P19838,Q9UKB1
1,P19174,P08581
1,Q7Z4H7,O94927
1,P20340,Q8IWJ2
1,P19174,P09327
1,P19174,P00533
1,P19174,P11362
1,P15313,Q16864
1,P19838,P17066
1,Q8N3I7,Q9NQ48
1,P31150,Q6IQ22
1,O15078,Q15051
1,P29597,Q9Y4H2
1,Q14203,O75935
1,P29597,P40189
1,P28482,P04637
1,O95235,Q9UNH5
1,Q8TD16,Q13561
1,Q16548,Q9BXH1
1,Q9Y371,Q9P2Y5
1,Q14197,Q4U2R6
1,P61020,Q8WYP3
1,Q16584,P60953
1,P28482,O95071
1,O14733,Q9Y2U5
1,Q14197,Q7Z7H8
1,P62834,P48039
1,P28482,O60504
1,P28482,Q05923
1,O43566,P63096
1,Q8N5N7,Q9HD33
1,P28482,P05787
1,Q8N5N7,Q96A35
1,P28482,P04049
1,P21333,P51587
1,Q8N5N7,Q9BQ48
1,P28482,Q14192
1,P28482,P78536
1,P28482,Q13233
1,Q8N5N7,Q7Z7F7
1,P36897,P37173
1,P36897,P10600
1,P36897,Q15796
1,P36897,O15105
1,P36897,Q9Y3F4
1,P21333,Q9UBY9
1,Q99728,Q96GD4
1,P21333,Q96Q27
1,Q15543,Q15544
1,Q9BYD2,Q9NRX2
1,Q99728,P17931
1,P11233,Q15311
1,Q15544,Q92804
1,P43405,P62993
1,O60506,Q8NBV8
1,O60506,Q14103
1,Q96KP1,Q96A65
1,Q3KNV8,Q9HAH7
1,P43405,Q13191
1,P63167,Q9Y4I1
1,P63167,O14490
1,P46379,Q07002
1,Q13136,Q86W92
1,P63167,O43237
1,Q9H3F6,Q8WZ19
1,P63167,Q86UE8
1,Q15464,P46108
1,P42680,O15524
1,P07814,Q14164
1,P61978,Q07666
1,P61978,O43639
1,P07814,P03372
1,P07814,Q8IWL3
1,P07814,Q12904
1,P54136,P47897
1,Q00536,Q8N7R7
1,P52948,Q8WYP5
1,Q7Z3B3,Q9H9L4
1,P42226,P24394
1,P61978,O14965
1,P42226,Q9UHD2
1,P61978,P19320
1,O43918,P68431
1,Q14289,P12931
1,P51587,Q9P287
1,Q14289,P56945
1,Q8WZ19,Q13829
1,P51587,O96017
1,P01909,P01920
1,Q14289,O43294
1,Q8WV22,Q9NXX6
1,P23760,P28360
1,Q14289,O14543
1,Q15910,O75530
1,Q8IUR7,Q7L5Y9
1,P62826,P18754
1,Q15910,O15379
1,O60566,Q9H081
1,O60566,Q9UJX2
1,Q9P0W2,O95239
1,O60826,Q9P000
1,P62826,Q9H6Z4
1,O75792,Q5TBB1
1,Q15910,Q96JN0
1,Q13094,P16333
1,Q8N4V1,O43402
1,P62826,P47813
1,P46777,O00567
1,Q96II8,Q9Y2L9
1,P62826,O15392
1,O14980,P35869
1,O14867,P15336
1,P51857,O60218
1,O43255,Q7Z6J0
1,O14980,Q9UKK6
1,O43561,P43403
1,O15123,P08648
1,O95478,Q9NVX2
1,P30793,Q96SU4
1,O75787,Q15904
1,P52895,P17516
1,P46934,Q969T9
1,O15524,Q15369
1,P46934,Q9BSA4
1,P46934,P11362
1,P46934,Q9UBF6
1,O95264,P46098
1,P35244,Q9Y6F1
1,O00308,Q9BUJ2
1,O00308,Q01860
1,Q13191,P46108
1,Q8WV28,P21854
1,Q8IU80,Q6ZVN8
1,P35244,Q6PCD5
1,P35244,Q9NZC9
1,Q12955,Q99250
1,Q8WV28,P11912
1,P84243,Q9NVP2
1,P16671,P07947
1,Q9UMS0,O95278
1,P43034,Q15102
1,P43034,Q9Y266
1,P30622,O00499
1,P15884,Q02535
1,P15884,P15923
1,O43463,P62191
1,O75381,O00628
1,Q9UKL0,Q96BD5
1,P27635,P62277
1,P27635,P83731
1,Q02078,Q14814
1,P27635,P39019
1,P52564,Q00722
1,P52564,P24522
1,P52564,Q5S007
1,Q16644,Q15759
1,O60500,O14936
1,O60500,O60716
1,O60271,P61244
1,Q13009,P05129
1,Q99626,P20823
1,Q13009,P63000
1,P20226,P29083
1,P20226,P04637
1,P20226,Q13487
1,P20226,P29375
1,Q96CW1,P16410
1,P20226,Q15543
1,Q96CW1,Q8NC96
1,Q96CW1,Q2M2I8
1,Q9UQ80,P19338
1,Q9UQ80,P36578
1,P20226,P35998
1,P20226,P09086
1,Q13363,P37275
1,P33176,Q04917
1,Q14721,Q8TDN2
1,Q13363,Q92831
1,Q13363,P61968
1,P62316,Q9Y333
1,Q13363,P20749
1,P62314,Q8TEQ6
1,P62314,Q8WWY3
1,P45983,P05412
1,O15151,Q93009
1,Q9Y333,Q9Y4Z0
1,P45983,P60953
1,Q9Y4Z0,O43172
1,P45983,P35568
1,Q16576,Q92560
1,P60510,P78318
1,Q9H840,Q8WXD5
1,Q96AE4,O76070
1,P60510,Q6IN85
1,Q92882,Q9BV57
1,Q13045,Q9Y608
1,P33240,Q92499
1,P60510,P50991
1,P33240,Q92797
1,Q16576,Q5T6S3
1,P60510,Q9Y4K3
1,Q09028,Q8WXI9
1,O75771,Q8WVD3
1,O43543,O15315
1,P07948,Q9HCN6
1,Q99081,O43680
1,Q09028,Q9BTC8
1,Q99081,P23409
1,Q02363,P23409
1,P07948,P20273
1,Q09028,Q9Y294
1,P07948,Q9NWQ8
1,P07948,P33993
1,P07948,P05771
1,P10721,Q06124
1,O00257,Q9UIS9
1,P10721,Q99704
1,Q8N488,Q06547
1,Q13224,P06241
1,Q8N488,P61964
1,Q8N488,P19784
1,Q13107,O43172
1,P27986,P10398
1,Q13107,O60573
1,P27986,P10912
1,P27986,P56945
1,P31947,O00444
1,O60583,P50750
1,O60583,O94992
1,P31947,O14639
1,O60583,P42568
1,P78396,Q0VD86
1,P31947,Q9BPZ7
1,P27986,P16410
1,P31947,Q9H1K1
1,P27986,P12318
1,P27986,O60674
1,P31947,P26045
1,P31947,Q86X27
1,P31947,Q9UQ35
1,Q13077,Q9BWF2
1,Q06124,Q02763
1,Q13077,P0CG47
1,Q06124,P46109
1,P29375,O75182
1,Q06124,Q7Z6A9
1,Q96FV9,Q86W42
1,O00471,O60645
1,Q06124,P17948
1,Q06124,P32239
1,Q9UBU8,Q9NXR8
1,O75154,P84085
1,Q9UBU8,Q86YC2
1,Q06124,P08069
1,P31943,Q09161
1,Q06124,P23458
1,Q06124,O60674
1,Q09161,Q13838
1,P52597,P52298
1,Q12933,Q13489
1,Q04637,P60842
1,Q04637,Q14152
1,P23443,Q9ULJ8
1,P29350,Q8NHJ6
1,P29350,P35968
1,P29350,Q07889
1,Q9NPD3,Q99547
1,Q12933,Q9NVF7
1,Q12933,Q14790
1,O15503,P55072
1,O15503,O00264
1,Q12933,Q7Z434
1,Q9ULX9,Q14494
1,Q8IZL8,O14964
1,Q8IZL8,P03372
1,P12931,P29323
1,P12931,Q05193
1,Q9NY61,O43293
1,Q9NY61,P52435
1,Q9NY61,Q13315
1,P12931,Q9ULV8
1,P29374,Q9HCU9
1,P12931,P13945
1,P30499,P43626
1,Q9Y275,O14836
1,P12931,O15111
1,P20042,P78344
1,P12931,Q13077
1,Q9UHD2,P07900
1,Q9UHD2,Q9NQC7
1,Q9UHD2,Q14164
1,P49770,Q13144
1,P12931,P07949
1,Q7KZI7,Q9Y5P4
1,P62195,O43242
1,Q7KZI7,O60346
1,P62195,P54727
1,P12931,Q8TBB1
1,Q9H4P4,Q9NR09
1,P33992,Q13415
1,P12931,P11474
1,P33992,P25205
1,P62195,O00232
1,P33992,P33993
1,P11473,Q05516
1,P11473,Q15596
1,P11473,O43593
1,P42224,Q13287
1,Q6UWB1,Q14213
1,P11473,Q9Y2X0
1,Q99665,Q14765
1,P43354,P10276
1,P42224,Q09472
1,P42224,P10914
1,P40199,Q16568
1,Q13322,P06241
1,P46109,P16234
1,P46109,P42768
1,Q9H0E9,O95619
1,P18850,P17861
1,P10276,P30281
1,P10276,Q8IXJ9
1,Q15648,P03372
1,O75791,P40818
1,Q9UQQ2,P21333
1,Q15648,O75586
1,Q15648,Q9NPJ6
1,P06239,P16410
1,P06239,P25445
1,P30153,O00506
1,P30153,Q9UL03
1,Q14686,Q9ULK4
1,P06239,P07766
1,P06239,Q8TDQ0
1,P30153,Q5TA45
1,P30153,Q96HW7
1,O75448,Q9NWA0
1,Q13164,P04406
1,P42768,Q9NZM3
1,O75448,Q93074
1,O95999,Q13490
1,P10827,Q9Y2X0
1,Q15653,Q9NYS0
1,P18075,P17813
1,P98082,Q96CW1
1,P18075,P27037
1,Q04771,P17813
1,Q04771,P08476
1,Q15653,Q00653
1,P98082,Q86YT6
1,P49407,P46459
1,P26599,Q14103
1,Q9Y6X2,P52926
1,Q92585,Q99466
1,P11912,P02760
1,Q13635,Q99835
1,Q92585,Q09472
1,P49407,Q00987
1,P52945,Q9H4Z3
1,P48745,P01344
1,Q15257,Q06190
1,Q8TDY2,Q2NKX8
1,Q8TDY2,Q9BSB4
1,Q15596,Q9Y6X2
1,P46531,Q96J02
1,Q15596,P10276
1,Q15596,P43364
1,P62140,Q9BZF9
1,P46531,P51532
1,O76064,Q14676
1,P46531,Q93009
1,Q99828,Q9NYY3
1,P26447,Q00987
1,P25098,Q00987
1,P11309,P38936
1,Q9UMX0,Q92575
1,P28702,P10276
1,Q00610,P09497
1,Q7KZF4,P29084
1,Q7KZF4,Q13573
1,Q00610,O75061
1,Q00610,Q14164
1,P12643,O00238
1,Q13185,Q13112
1,Q00610,P34932
1,Q00610,P53675
1,Q92466,Q9UBW8
1,P11831,P28347
1,Q16531,Q9NZJ0
1,Q16531,Q13418
1,P48443,P10276
1,P61006,Q9Y2J0
1,P41240,Q9Y2R2
1,Q16531,Q96JK2
1,P41240,Q9NWQ8
1,P08100,P10523
1,Q96CV9,Q8IUH5
1,Q96CV9,Q13501
1,P17542,P23771
1,P16104,Q8NEM0
1,P16104,P13010
1,Q9UQ26,P20337
1,P49959,Q92878
1,Q9UQ26,Q04917
1,P17542,Q01196
1,Q9Y2J0,P20336
1,P25791,P55196
1,O60934,Q92878
1,P53618,Q9UBF2
1,O95793,Q00839
1,P53618,Q9Y678
1,P35968,O60565
1,P48444,Q9Y678
1,P15692,P49765
1,O95793,P19338
1,O95793,P03372
1,P53621,Q9Y678
1,Q15047,Q6VMQ6
1,Q9UBF2,P61923
1,P62753,Q00839
1,P11308,P09874
1,P21580,Q86VP1
1,P11308,Q00839
1,P21580,Q9UHD2
1,P16333,Q05193
1,P16333,Q9UHD2
1,P62330,P32121
1,P49682,O43927
1,P16333,O14512
1,P62330,P54577
1,Q07157,P57087
1,Q07157,Q96J84
1,Q07157,P57739
1,P62330,Q9UJY5
1,P16333,P20936
1,P61956,Q9UBE0
1,P10301,P10415
1,Q12967,P62834
1,Q12905,Q08752
1,Q12967,P01116
1,Q12967,P61224
1,P61956,P12270
1,Q13426,P12956
1,P61956,Q9NRL2
1,P61201,Q7L5N1
1,P61201,P10589
1,P61201,Q13618
1,P40189,P50750
1,P61956,P31943
1,P61956,Q9Y4B4
1,O43765,Q13568
1,Q06187,P78347
1,P63261,P60709
1,P61956,Q9Y265
1,P63261,Q9Y613
1,P63261,P08238
1,P16885,P29353
1,Q9UM54,Q8IWU2
1,P61956,O95551
1,P61956,P49790
1,P29353,Q07954
1,Q9UBT2,P55854
1,P29353,Q05682
1,P29353,P05106
1,P29353,P04629
1,P29353,Q16620
1,P55854,Q00613
1,P29353,P35916
1,P55854,P23497
1,Q86SQ9,P61916
1,P29353,P00519
1,P29353,P31994
1,P78406,Q7L5N1
1,P29353,Q8TF42
1,P29353,P35579
1,O14893,P62314
1,Q05397,Q9Y490
1,P55072,Q9BQE4
1,P55072,P25963
1,O14893,P62308
1,Q05397,Q9Y2X7
1,Q05397,Q14511
1,Q05397,P49815
1,Q05397,Q9H3S7
1,O95218,Q01081
1,Q9UNZ2,Q92890
1,Q96SB4,Q66PJ3
1,P27361,Q12772
1,P27361,P78347
1,Q96JH7,Q9BTA9
1,O14976,Q5S007
1,Q9NZN4,Q8NDI1
1,P27361,P67775
1,P27361,P04049
1,P21817,Q9NSC5
1,O00291,P53675
1,Q13492,O75146
1,O00267,P19387
1,Q86YM7,Q14517
1,O00267,P52435
1,Q99640,P14635
1,O43157,Q92730
1,P46459,P43378
1,P56945,P49023
1,P05107,P20702
1,P56945,A7KAX9
1,P62306,Q7L2J0
1,Q15843,Q13564
1,Q15843,P62877
1,Q15843,P62913
1,Q92835,P62993
1,Q92835,P19235
1,Q15843,P46777
1,Q92835,Q96B97
1,Q9HCN6,P06241
1,Q04917,P15056
1,Q14511,Q96J02
1,P17947,P05412
1,Q14240,P06730
1,P17947,Q13547
1,Q14240,P62273
1,Q13617,Q16875
1,Q14240,P60842
1,P05412,P10275
1,P05412,Q92793
1,Q13617,Q15370
1,P35813,Q9BS40
1,P05412,Q15788
1,Q13617,Q99627
1,Q13617,Q92564
1,P05412,P63279
1,Q13620,Q8TAF3
1,P05412,Q969H0
1,P05412,P41182
1,Q9HAV4,P68104
1,Q9HAV4,O75365
1,Q9HAV4,Q9HC98
1,P05412,P11387
1,P05412,P15336
1,P05412,P11388
1,P05412,P15407
1,Q8TD19,P60520
1,Q13620,P61201
1,P05412,P19784
1,O14641,O14640
1,Q13415,P24941
1,Q13415,Q15554
1,Q13416,P25205
1,P05412,P11142
1,Q13416,Q7L590
1,Q99418,P00533
1,P05412,Q96EB6
1,P25205,Q14566
1,Q13416,Q9UFC0
1,P05412,Q13469
1,P25205,O00311
1,P09132,O00410
1,P05412,P46060
1,P25205,Q9BTE3
1,P68400,P18846
1,P68400,P11387
1,P05412,Q14596
1,P05412,P17275
1,Q9H211,P20248
1,P06400,P24385
1,P06400,P00519
1,P06400,P09884
1,P68400,P60484
1,P33991,Q7L590
1,P06400,Q99933
1,P33991,P49736
1,P68400,Q15287
1,P68400,Q9H5J8
1,P06400,Q16576
1,P68400,P19784
1,P68400,Q96EB6
1,P06400,O60583
1,P06400,Q96FV9
1,P06400,Q9NY61
1,P68400,Q9Y2X3
1,Q15365,Q6P2Q9
1,P06400,Q92994
1,Q15365,P78362
1,P32121,Q00987
1,P32121,Q99683
1,P06400,P26358
1,P06400,Q13574
1,Q96EV8,P30281
1,P06400,P15172
1,Q96EV8,Q9NX95
1,P32121,O15111
1,Q9UBC3,P26358
1,Q9UBC3,O95239
1,P32121,P31749
1,P06400,Q9Y463
1,P13984,P10275
1,Q16637,Q9NWZ8
1,O75530,Q12972
1,P13984,P30876
1,P00519,Q06609
1,O75530,Q13228
1,P00519,P22670
1,P14678,Q15029
1,P14678,P62304
1,P00519,Q96MU7
1,P14373,O95243
1,Q12959,P23634
1,Q12959,Q92796
1,Q13472,Q8IYD8
1,P00519,P27348
1,P00519,P42684
1,Q12959,Q12879
1,Q12959,Q13002
1,Q9NVP2,Q6ZRQ5
1,Q12959,A1A5B4
1,Q9UHI6,P62306
1,O14964,Q8NEZ2
1,Q9UHI6,Q9BQ83
1,Q9UHI6,P02511
1,P54253,Q86Y13
1,P54253,P0C7T5
1,P54253,Q8N2M8
1,P10147,P14735
1,Q9Y2U5,Q9UNE7
1,P21675,P04637
1,Q00987,O15273
1,Q00987,Q9H2X6
1,O75643,O15541
1,P63098,Q9NP86
1,P10275,Q99933
1,Q15424,Q92804
1,P10275,P55317
1,P10275,Q96S59
1,Q00987,P05787
1,P10275,Q15648
1,P38398,P14635
1,P10275,Q05066
1,P38398,Q04206
1,Q00987,Q9NVN8
1,P10275,P40763
1,P10275,Q92993
1,P38398,Q6NZY4
1,P10275,P51946
1,P38398,Q96B02
1,P10275,Q14790
1,P23528,P53671
1,P23528,O75083
1,P10275,P14859
1,P24941,P24864
1,P23528,Q01995
1,P24941,P24723
1,P24941,Q15714
1,P08581,Q6VN20
1,P24941,P07305
1,P08581,Q96JA1
1,Q92793,P52630
1,Q96EY1,Q04206
1,Q96EY1,P00533
1,Q96EY1,O60341
1,Q92793,Q09472
1,P40692,P17661
1,P27348,P23945
1,P27348,Q14814
1,Q9NPF5,Q15906
1,Q9NPF5,Q92993
1,Q92793,Q04206
1,P27348,Q96T60
1,P27348,Q9UDY2
1,Q92793,Q00987
1,P11802,P07900
1,Q9UHY1,P60763
1,P27348,P23396
1,P14635,O75293
1,P14635,Q02539
1,P14635,Q96PU4
1,P14635,P06493
1,P14635,P61024
1,P03372,P63096
1,P03372,Q04206
1,P30626,P19320
1,P49810,Q92542
1,P03372,Q14764
1,Q10567,Q96CW1
1,P03372,Q71SY5
1,Q15811,Q8WXE9
1,P03372,P05109
1,Q15811,P53365
1,P03372,P09651
1,Q8IZP0,Q7L576
1,Q01082,P24941
1,P03372,Q12906
1,P03372,P46781
1,Q13485,P19532
1,P03372,O75533
1,Q13485,P84022
1,Q99683,O95382
1,Q13485,Q8WUH2
1,P03372,P52272
1,Q15654,P31269
1,Q13485,P12755
1,P03372,P16152
1,P03372,P05787
1,Q8WZ42,P20929
1,Q13526,P10636
1,P03372,P23771
1,Q13616,Q969H0
1,Q04206,Q01201
1,Q15796,Q02078
1,Q04206,O00255
1,Q15796,Q09472
1,Q04206,P09429
1,Q13616,Q8N668
1,Q13616,Q9UBF6
1,Q13616,P25963
1,Q04206,Q8N9N2
1,Q13616,Q9BQ83
1,Q13616,Q9UNN5
1,Q15796,Q9HCE7
1,Q15796,Q15797
1,P31749,P22736
1,P63165,Q9H2X6
1,P63165,O15164
1,P31749,Q13418
1,P31749,Q9UIW2
1,P31749,Q5S007
1,P63165,O75030
1,P62993,P17600
1,Q9H4M3,Q7L5N1
1,P62993,Q9Y4K4
1,P63165,Q99814
1,P78537,Q6QNY1
1,O95295,Q9NV70
1,P63165,P10276
1,P62993,Q5JS13
1,Q6QNY1,Q6QNY0
1,P63165,Q8N2W9
1,P63165,Q8NI27
1,Q92731,Q9Y2X0
1,P62993,P05787
1,P62993,Q96G74
1,P63165,P17844
1,P63165,Q15029
1,Q13257,Q9UJX5
1,O15205,P55036
1,O15205,A0AVT1
1,P63165,O75475
1,P63165,P04792
1,P31153,Q00266
1,P62993,Q92734
1,P61764,Q8N4C7
1,P63165,P27708
1,O43933,Q13608
1,P62993,Q96JJ3
1,Q15019,Q9UHD8
1,Q15019,Q14141
1,P62993,P05141
1,P63165,O75626
1,Q9H2K2,Q92698
1,P08254,P01033
1,P01033,P03956
1,P48552,P28702
1,Q13619,Q16531
1,P28070,P25787
1,P48552,Q01094
1,P28070,Q99436
1,Q13619,Q9UBW8
1,P28070,P25789
1,Q13619,Q9BQ67
1,P28070,O00231
1,Q13619,Q6PH85
1,Q9UIV1,Q9UKV8
1,P78543,A5YKK6
1,Q15788,Q92905
1,P37173,Q13347
1,P37173,Q9Y3F4
1,Q9UFF9,Q9NZN8
1,Q15788,P28065
1,Q16623,P23763
1,Q15788,P04150
1,Q15788,P03372
1,Q16623,P51168
1,Q16623,O14810
1,Q09472,P27695
1,Q15672,P20719
1,Q09472,P17676
1,P51965,Q8ND25
1,Q09472,Q03181
1,Q09472,P42226
1,Q8WXE9,Q8N9I0
1,Q09472,Q15672
1,Q16695,Q9UBL3
1,P51668,Q8WY64
1,Q09472,O15151
1,P51668,Q9NVW2
1,P61077,Q96EQ8
1,P61077,Q68DV7
1,P61077,Q6ZNA4
1,Q09472,Q9H4L4
1,Q09472,Q13227
1,Q9UNK0,Q9UEU0
1,P45973,Q9Y6X3
1,Q92560,Q9C0C9
1,Q96HR3,Q9NWA0
1,Q6R327,Q6MZQ0
1,Q15528,Q9P086
1,P30154,Q16537
1,Q09472,P52630
1,P30154,Q16526
1,Q13362,Q16589
1,Q9NWA0,Q6P2C8
1,P55036,P25787
1,P55036,P35998
1,Q09472,P19838
1,P55036,P62191
1,Q09472,P01100
1,P55036,Q99436
1,P55036,Q99460
1,Q9NWA0,P19387
1,Q9NWA0,O15514
1,Q9Y5A7,Q9Y6H5
1,O96017,Q9UQ88
1,P84022,P12757
1,P84022,P19532
1,P83916,Q9H2P0
1,P83916,Q5T3J3
1,P83916,Q99496
1,P84022,P29590
1,O75821,Q14152
1,O95292,Q9UNN5
1,P84022,P30304
1,P63027,O14810
1,P63027,Q13277
1,Q13490,Q9Y385
1,O00161,P33176
1,O00161,O43752
1,Q13490,Q96EP0
1,P84022,P49841
1,O00161,P32856
1,P84022,Q16822
1,O15234,P38919
1,Q9UIG0,Q8TAQ2
1,P84022,Q9Y3Q8
1,P84022,Q9H0M0
1,Q8TAQ2,Q01201
1,P00533,P31947
1,P84022,Q9NZH6
1,P00533,Q9H299
1,Q08211,Q16637
1,Q08211,O95793
1,Q08211,P24928
1,O00470,P31314
1,Q08211,P62633
1,P00533,P49069
1,Q93034,Q9Y575
1,Q93034,Q99619
1,Q08211,O14965
1,Q7L5N1,P61024
1,Q16665,P40337
1,Q7L5N1,Q15048
1,Q16665,Q13547
1,Q16665,P35222
1,P00533,Q05209
1,P00533,Q12852
1,P00533,P09936
1,Q16665,P56524
1,P06730,P55884
1,P06730,O00571
1,Q15139,Q8WUI4
1,P00533,P49756
1,P00533,P53680
1,P00533,Q9Y2R2
1,P18848,P01100
1,Q92905,P31151
1,Q14566,Q9BTE3
1,O00192,Q8TBB1
1,P78556,P51684
1,O14936,P11171
1,Q92905,Q96EF6
1,Q71U36,P07900
1,Q92905,P36873
1,Q71U36,Q8N4U5
1,P63279,P36956
1,P35222,Q9HCK8
1,P63279,Q06787
1,P35222,O00512
1,P37088,P51170
1,P51170,P46934
1,P51170,O00308
1,P35222,O60264
1,Q9NYA1,Q96S38
1,P63279,P19419
1,P63279,Q9UBE0
1,O95630,P02771
1,P13569,P51790
1,P63279,P61086
1,O95630,O00443
1,P13569,P30153
1,O95630,Q9BY43
1,P13569,Q9UBN7
1,P63279,Q02880
1,P63279,P62826
1,P25963,Q6EEV6
1,P25963,O00221
1,Q14498,P26368
1,Q8WX92,P38398
1,Q8WYK2,P06401
1,Q9UJY5,Q9Y3C5
1,P62750,Q9UKS6
1,Q13114,Q93009
1,Q13114,Q13546
1,P62750,P62280
1,Q13114,Q92844
1,Q13114,Q8IUC6
1,Q13114,Q7Z434
1,O00463,P25942
1,P20618,Q9Y5K5
1,Q6WCQ1,Q68CZ1
1,P15976,P56524
1,O00463,Q07955
1,Q15554,Q8IY92
1,P35372,Q8TEW6
1,Q9NY27,Q9Y570
1,P41143,P49407
1,O75822,Q14152
1,O75822,O15372
1,Q14152,P23588
1,Q14152,O15372
1,O14745,Q03431
1,O14745,P07550
1,Q14152,Q9Y6I4
1,P55884,Q8N122
1,O14745,P35228
1,P42858,Q99963
1,P42858,O75400
1,P42858,Q6NWY9
1,Q9H9Q4,P49917
1,P42858,Q9Y383
1,P49917,Q96SD1
1,P40337,P17980
1,P43403,P07766
1,P40337,Q15370
1,P40337,P62877
1,P40337,O43294
1,P51451,P00533
1,Q96B97,P52907
1,O60264,Q16666
1,P52435,Q9BWH6
1,P40337,Q99700
1,P40337,O14737
1,P49720,Q9BT73
1,P49720,P28062
1,O15357,P06213
1,P17980,O75832
1,Q99436,Q9Y5K5
1,P17980,Q9BRP4
1,P17980,Q9Y5K5
1,O43597,Q8IUH5
1,P62837,O43164
1,P17980,P25787
1,O14818,P28074
1,Q9BQQ3,Q9Y3Q3
1,P17980,O00487
1,P43686,O75832
1,P25789,O00487
1,P40425,O14770
1,P62837,P38398
1,P43686,Q16186
1,P26006,O00214
1,Q08945,Q96HA7
1,Q969H0,Q16204
1,P04792,Q13418
1,P35568,Q96EB6
1,Q9Y5K6,Q9NP85
1,P01730,P12273
1,P04792,O14558
1,P01730,Q9NZD8
1,Q14005,O15399
1,O00206,Q9Y6Y9
1,P10415,Q08209
1,P10415,P00441
1,P10415,P17655
1,Q08209,P53805
1,O60674,Q99665
1,O60674,Q92783
1,P05556,O14817
1,Q9BX66,P18206
1,Q9BX66,O14492
1,Q9Y262,O15372
1,Q8WU20,P62993
1,O43491,P30542
1,P60228,O15372
1,Q8TF42,P00533
1,Q8IUC4,P31947
1,Q9Y376,Q7RTN6
1,O75385,Q9H0R8
1,P08134,P52565
1,Q14680,Q99459
1,P61586,O60890
1,O95711,Q99467
1,Q99459,O75533
1,Q99459,Q8IYB3
1,Q99459,P23246
1,P61586,Q92974
1,Q99459,O15297
1,P61586,O60610
1,Q13868,Q15024
1,P16389,P22459
1,P16389,P22460
1,Q99459,Q01081
1,Q16512,Q15784
1,Q99459,O75643
