Cls,IntA,IntB
1,Q9NV70,Q9Y2D4
1,Q9NV70,Q8TAG9
1,P00395,P13073
1,O75489,P03923
1,P22681,Q8TF42
1,P48382,O00287
1,P22681,P63104
1,P29274,Q99418
1,O75489,P28331
1,O75446,Q05195
1,P22681,P08631
1,P22681,P27348
1,P22681,P06127
1,Q12846,Q15836
1,Q9BQE3,Q9BUF5
1,P22681,Q14155
1,P22681,P78314
1,P22681,Q99963
1,Q6P0Q8,Q9BYE9
1,O14727,P99999
1,P14618,P13929
1,P22681,P17948
1,P20338,P04179
1,Q15276,O75843
1,Q15276,Q9UJY4
1,P06241,P50406
1,O00483,Q9UI09
1,Q9UI09,Q8N4V1
1,Q9UI09,P28331
1,P15498,P28482
1,P06241,Q04759
1,P10588,P24468
1,Q9UI09,Q9NX14
1,P24468,P04150
1,P15498,Q13094
1,P15498,O15524
1,P20749,Q01201
1,Q13323,P10415
1,O00198,P10415
1,P20339,Q9UH99
1,Q6IBW4,Q86XI2
1,O00560,Q13002
1,P19174,P09619
1,P30460,Q9BX59
1,O43521,P10415
1,Q13671,P62070
1,P19174,P43405
1,P15172,P35398
1,Q5VUJ6,Q8NF50
1,P19838,P40763
1,Q13286,Q02978
1,P19838,P35222
1,P15172,O14744
1,P20340,Q96G01
1,P19174,P06213
1,P20340,O95235
1,P19838,O00255
1,P20340,Q01968
1,P19174,P68104
1,P19838,Q99576
1,P19838,P23396
1,P19174,P07949
1,Q9BS18,Q96DE5
1,P19174,P20936
1,P19838,P52272
1,Q13794,Q92843
1,Q14203,P61163
1,Q00653,P25963
1,Q14203,P42025
1,O60341,Q96BD6
1,Q00653,O00255
1,O60341,Q8IZS5
1,Q9Y6A5,Q9P270
1,Q07812,Q9Y371
1,Q14203,Q13561
1,P21281,P38606
1,P28482,P37231
1,Q8TD16,Q86SG6
1,P28482,Q15256
1,Q14197,Q9Y676
1,P61020,Q5S007
1,Q14197,Q9BYD2
1,Q14197,Q9Y2Q9
1,O14733,Q13233
1,O14733,Q5S007
1,P62834,P55196
1,Q7Z6J0,Q14517
1,P62834,P49815
1,Q96QZ7,Q7Z628
1,P09001,P52815
1,O43566,P08754
1,P28482,P07101
1,Q96QZ7,Q9Y4G8
1,Q01658,Q9ULM3
1,Q8N5N7,Q9NP92
1,P28482,P02686
1,P10114,Q59EK9
1,Q9HAW0,Q01804
1,Q8N5N7,Q7Z7H8
1,Q8N5N7,P52815
1,P21333,Q8N264
1,Q9HAW0,Q9NXE4
1,P28482,Q12913
1,P21333,P49768
1,Q9HAW0,O75533
1,P26367,P58304
1,P21333,Q70EL2
1,P21333,Q09019
1,Q99728,P54257
1,P36897,P37023
1,Q99728,P06748
1,P21333,Q9UMS6
1,Q99728,P12956
1,Q9BYD2,Q7Z7H8
1,P11233,Q96KP1
1,Q15544,P12883
1,P62266,P46782
1,Q8IYI6,P11234
1,Q8IYI6,Q96A65
1,Q8IYI6,P00533
1,P43405,P46109
1,P35590,Q15238
1,P43405,P40763
1,Q3KNV8,P61962
1,P43405,P12318
1,P63167,P25963
1,O75334,Q86W92
1,P63167,Q4VCS5
1,P98175,Q13123
1,Q13136,O15083
1,A8MT69,Q8N2Z9
1,Q13136,P30153
1,P63167,Q14677
1,P63167,Q5VZL5
1,P42680,O60674
1,Q9UBS4,O60496
1,Q00765,Q969E2
1,P61978,P06241
1,Q13239,O43561
1,P51587,Q9BXW9
1,Q7L2Z9,Q96H22
1,Q96RS0,O75530
1,Q8WUI4,Q9BZL6
1,Q8WUI4,P31947
1,P51587,Q9P0W2
1,Q14289,P62993
1,Q5SW79,O00139
1,Q9UHB6,Q0ZGT2
1,P51587,P16104
1,Q8N140,Q8WV22
1,Q5JSH3,P55735
1,P54132,Q13472
1,Q9Y6Q5,P61966
1,P28331,Q96LI6
1,P54132,Q9BX63
1,Q15910,Q92769
1,Q9H871,Q8IUR7
1,Q14524,Q13557
1,P35243,P34947
1,Q8NB12,P30520
1,O43520,Q3MIR4
1,Q13094,P62993
1,Q13094,P42768
1,Q9NV96,Q9Y2Q0
1,P46777,P67870
1,O95573,O60488
1,P46777,P06748
1,Q96II8,Q96HP0
1,P18754,P43487
1,Q96RT7,Q8NHV4
1,O14980,Q14457
1,O14640,Q5S007
1,Q8N165,Q8IYL3
1,Q9UQB8,Q14678
1,O43561,P16885
1,P55081,O43395
1,O43561,Q13588
1,Q9UGC7,Q9Y5R4
1,O60496,O60232
1,O60496,Q9NVP2
1,P46934,Q96G27
1,P46934,Q9BT67
1,P15927,O00255
1,O15524,O60674
1,Q8IWL3,Q86SX6
1,O15524,P08581
1,Q13191,P62993
1,P46934,Q8N5I2
1,P35244,P19532
1,Q96PU5,Q9H4A3
1,P35244,P60709
1,Q96PU5,Q96B67
1,Q96JM7,Q5VXD3
1,Q8WV28,P16333
1,O75386,Q7Z4L5
1,Q9H0H5,P61981
1,Q9H0H5,Q9H8V3
1,P43351,P26641
1,Q9H0H5,Q9Y5K6
1,Q9BW71,P19784
1,P43034,P30622
1,Q99731,P32248
1,P07947,P27635
1,P07947,O60500
1,O00327,Q99814
1,P27635,P19320
1,Q9UM47,Q06330
1,P21980,P51178
1,P27635,P46776
1,P15884,P35222
1,P27635,Q07020
1,P27635,P32969
1,O43463,P45973
1,P15884,Q96ES7
1,O43463,Q6P047
1,O43463,O95260
1,P35869,O60563
1,P32243,P48742
1,P35869,Q15843
1,P35869,O00327
1,Q06413,Q13164
1,P27635,P23396
1,P35869,Q15596
1,P35869,P03372
1,P35869,P27540
1,Q14209,Q14186
1,O00716,Q8N488
1,Q16254,Q14186
1,P27635,P42766
1,P20226,P19793
1,Q15154,O95613
1,Q06587,Q8N488
1,Q96RK4,Q9BXC9
1,Q96RK4,Q3SYG4
1,P20226,Q00403
1,Q06587,Q8IY57
1,Q06587,Q3KNV8
1,Q96CW1,P35368
1,P20226,Q16514
1,P20226,P03372
1,Q9UQ80,Q07020
1,Q96CW1,Q0JRZ9
1,Q9UQ80,P06748
1,P20226,P28360
1,P20226,P14859
1,P61073,P35626
1,P61073,O60603
1,Q13363,O94805
1,Q13363,O60315
1,P31151,Q01469
1,P62316,Q9BUQ8
1,Q04864,Q15653
1,Q9Y333,Q9Y4E8
1,Q9Y333,O43172
1,Q16576,O75446
1,P45983,P15336
1,Q16576,Q96ST3
1,Q96AE4,Q13155
1,Q32MZ4,Q13045
1,P60510,P48643
1,P60510,Q99832
1,Q92888,Q14344
1,Q92797,Q9NP77
1,P07948,P14317
1,O75771,O43543
1,P07948,Q14511
1,P50542,P04040
1,Q9Y6J0,Q14814
1,Q8N488,P35226
1,P10721,Q9ULZ2
1,Q8N488,Q86SE9
1,Q13224,Q9HAP6
1,P10721,P11274
1,Q8N488,Q969R5
1,P27986,Q06124
1,Q8WVM0,O00411
1,Q13107,Q9UK45
1,Q04759,O76003
1,Q04759,P31749
1,P27986,P68363
1,O76003,O76081
1,P27986,O00329
1,Q13107,Q13546
1,Q13107,Q9Y4E8
1,P27986,P61981
1,P27986,Q99490
1,P27986,Q9UQC2
1,P78396,P33991
1,P31947,Q5T5U3
1,P78396,Q8NCQ7
1,P27986,P37173
1,P78396,Q9H211
1,P78396,Q13309
1,P42685,P00533
1,Q13077,O94972
1,Q13077,P41273
1,Q13077,P28908
1,Q06124,Q13480
1,Q96FV9,Q13769
1,Q96FV9,Q96J01
1,P29375,Q96QT6
1,Q96FV9,Q6I9Y2
1,Q14232,P18089
1,Q14232,Q9UI10
1,Q06124,P06241
1,Q9UBU8,Q92769
1,Q06124,P19320
1,P35240,Q16531
1,Q12933,Q93009
1,P35240,Q9BZE4
1,Q12933,Q9Y6Q6
1,Q04637,Q14694
1,P35240,Q9BQE3
1,Q04637,Q9Y6I4
1,Q12933,Q9NP84
1,P29350,Q9UKJ1
1,P29350,Q96DU3
1,Q9NPD3,Q13868
1,Q12933,P54253
1,Q12933,Q9UKG1
1,Q9NPD3,Q9Y3B2
1,P29350,Q6GTX8
1,Q9NPD3,P61513
1,Q12933,P09211
1,P61769,P01889
1,Q12933,P08238
1,P61769,P55899
1,P12931,Q03135
1,P12931,Q15654
1,Q14145,Q8IUH3
1,Q14145,Q9H492
1,O60381,Q96ST3
1,Q14145,Q6P1L5
1,Q14145,P25205
1,P29374,Q9H160
1,P13747,P26715
1,P62195,P17980
1,P29508,P25774
1,P29508,P07711
1,P12931,P15941
1,P12931,P08581
1,P62195,P28070
1,P62195,O00231
1,P12931,P10276
1,Q7KZI7,Q9NQT8
1,Q13683,Q13643
1,Q13643,P16220
1,P62195,Q16186
1,P08908,P11362
1,Q9H4P4,Q99614
1,P33992,P49736
1,P12931,Q92569
1,P62195,Q96EK4
1,P33992,P33991
1,P42679,P04629
1,P42224,Q05397
1,P42224,P78347
1,P11473,Q9UIG0
1,P42224,P63279
1,P42224,P40763
1,P42224,P00533
1,P42224,Q00613
1,Q9Y6Q9,P17844
1,P40199,P31997
1,Q9Y6Q9,P13631
1,Q9UG01,Q969G2
1,Q9UG01,Q9NWB7
1,Q5T2W1,Q96S37
1,P08637,P02743
1,Q13772,Q00403
1,O75469,P41235
1,O15164,Q92731
1,P46109,Q92835
1,P46109,Q93009
1,Q99704,O43639
1,Q99704,P20936
1,Q15648,Q00987
1,Q15648,P04150
1,Q15648,Q96RS0
1,Q15648,P49336
1,Q49AN0,O15055
1,P06239,P20963
1,P30153,Q9P2B4
1,P06239,Q9Y2R2
1,P06239,P20936
1,Q15466,P10276
1,Q15466,P62508
1,P30153,Q68E01
1,Q14686,Q99929
1,P30153,P03372
1,P42768,Q07960
1,P42768,Q15642
1,O75448,O60244
1,O95999,Q9UDY8
1,P98082,P37173
1,P18075,P36894
1,P98082,P41240
1,Q04771,P36894
1,P14317,P62993
1,P49407,P36575
1,P49407,P32121
1,Q92585,P46531
1,P49407,Q92541
1,Q8NHW3,P52945
1,P46531,P78504
1,P62140,Q9Y2W2
1,P46531,Q12860
1,P62140,P30281
1,P46531,Q00987
1,P46531,P30153
1,Q99743,O00327
1,O76064,Q96LR5
1,P62140,Q96T49
1,P46531,Q9ULJ6
1,P25098,Q13255
1,Q9UMX0,Q15034
1,P25098,P35626
1,Q9NZ42,P49768
1,Q6PIL6,Q9NZI2
1,P62491,Q7L804
1,Q00610,Q07912
1,P62491,P43119
1,P02458,P20849
1,Q13185,Q06587
1,P12643,Q12841
1,P43026,Q13873
1,Q13185,Q92560
1,Q13873,P22004
1,P36894,P12644
1,P36894,Q15326
1,Q00610,P24941
1,Q13185,Q13111
1,Q13185,Q9UBC3
1,P11831,Q8N9N2
1,P11831,Q9H1I8
1,P41240,P06241
1,P41240,Q96MU7
1,P08476,P19883
1,P61006,Q92930
1,P16157,Q02094
1,P16104,P38398
1,P16157,P02549
1,P17542,Q96BH3
1,Q12851,Q13233
1,P17542,Q99081
1,P17542,Q9Y4A5
1,P17542,Q86U70
1,Q9Y2J0,O14936
1,Q9Y2J0,Q96E17
1,Q9Y2J0,O00194
1,P61371,P03372
1,Q92878,P38398
1,Q86U70,P61968
1,Q86U70,Q9UPN9
1,P35968,P62993
1,P35968,Q12913
1,P53618,P17693
1,O95793,P05388
1,P53618,P49755
1,O95793,O14576
1,O95793,P07437
1,Q15047,P11308
1,P62753,P62701
1,P53355,Q86YT6
1,P11308,P15036
1,P21580,Q9Y6K9
1,P16333,P09619
1,O43439,Q06455
1,P16333,P00519
1,Q53EL6,Q14240
1,Q53EL6,Q9UKB1
1,P62277,Q13233
1,Q13155,Q0VDD7
1,P62277,P19320
1,P62277,P25398
1,O15534,P56645
1,P16333,Q07912
1,P16333,Q9NZQ3
1,P16333,Q8N4C8
1,P16333,Q14511
1,P62330,Q13310
1,Q07157,P56748
1,P05388,P62917
1,P61956,P29590
1,Q12905,Q12906
1,Q12905,P38919
1,Q12967,P32121
1,Q12967,P01112
1,Q12905,Q96SI9
1,Q8WWW0,P61224
1,P55789,Q7Z465
1,P61956,P52597
1,P13725,P42702
1,O43765,P34932
1,O43765,P07900
1,Q06187,P42229
1,O43765,P46379
1,Q06187,Q07666
1,P61956,P46100
1,O43765,P60468
1,Q06187,O60239
1,P61956,O96006
1,Q06187,Q01844
1,P60981,P63261
1,P54274,Q8WVM7
1,O95271,Q96RU3
1,Q9BSI4,Q15554
1,P61956,P81605
1,Q13478,Q14116
1,Q14116,P49662
1,P61956,P78317
1,P36941,O43557
1,O43524,Q04917
1,Q8TAD8,Q13123
1,P61956,Q9UHP3
1,O15492,P08754
1,P29353,Q92835
1,P17844,P09651
1,P17844,Q13418
1,Q9NZU7,Q14643
1,P55854,P46060
1,P29353,Q15303
1,P12270,Q9Y6D9
1,P29353,P08069
1,P29353,P63010
1,Q92841,Q16543
1,P54252,Q9UNE7
1,P55072,O95155
1,O14893,Q15287
1,Q05397,Q9ULH1
1,P08621,P62318
1,P55072,Q96LJ8
1,Q05397,P46108
1,Q05397,P40763
1,P48736,P01112
1,Q96SB4,Q01081
1,P27361,P54829
1,P27361,P51452
1,O95155,P61077
1,P27361,P28562
1,O14976,Q00535
1,P27361,Q9BUB5
1,O00291,O75146
1,P27361,Q8N490
1,Q07666,Q92793
1,P24530,P05305
1,O00267,Q8N7H5
1,O00267,P30876
1,Q07666,P35568
1,O00267,O60942
1,Q99640,Q658P3
1,P56945,P18031
1,O43157,P52198
1,P46459,P42262
1,P56945,Q13905
1,P46459,O76081
1,P50995,Q9H553
1,P05107,Q15438
1,P05107,Q13349
1,P56945,Q9Y4L1
1,P56945,Q9Y6I3
1,O14744,Q9Y5B0
1,Q15843,Q13620
1,P62310,Q9UK45
1,Q9UK45,Q9Y4Y9
1,Q15843,Q92995
1,Q92835,Q7L591
1,Q15843,P62241
1,Q04917,Q09019
1,Q15843,Q9HCE7
1,Q14240,O15372
1,P17947,P51608
1,Q13617,Q96DG6
1,P05412,P78527
1,P35813,O15169
1,O76031,Q14197
1,P05412,Q15139
1,P47900,P30542
1,Q13620,Q16531
1,P05412,P61956
1,Q6VN20,Q9H871
1,P05412,P52272
1,P05412,P14921
1,P05412,P15036
1,Q13415,P33993
1,O14641,Q9NYF0
1,Q13415,P20248
1,O14641,Q9NZC7
1,O14641,O00308
1,P05412,Q9HD26
1,P05412,P01106
1,Q99418,P84077
1,Q13416,P24941
1,Q92973,Q9UBU9
1,P25205,O75365
1,O15397,Q9H9G7
1,Q9UBD5,O43913
1,P05412,Q92922
1,Q9UBD5,P38398
1,P05412,P17535
1,Q9H211,Q14566
1,Q9H211,P24941
1,P05412,Q9Y4X5
1,P68400,P19338
1,P06400,P42166
1,Q9H211,P33991
1,P33991,O00311
1,P68400,P20042
1,P06400,Q06587
1,P06400,P51948
1,Q9UBU7,P49736
1,P68400,Q9BW71
1,P68400,Q9UQ88
1,P68400,Q9NQ55
1,P68400,O75683
1,P68400,Q3KNV8
1,Q92997,Q8TAA9
1,P32121,Q10567
1,P06400,Q09472
1,P06400,Q01094
1,P06400,P09429
1,P32121,Q14247
1,P06400,Q96EB6
1,O00422,O75964
1,Q13285,P48436
1,Q16637,Q9UHI6
1,Q13285,Q96PN7
1,Q9UBB5,O94776
1,Q16637,P24928
1,O75530,Q92800
1,P13984,P52435
1,O75530,Q5T6S3
1,P13984,P46379
1,O75530,P16403
1,O75530,Q9BZE4
1,O75530,Q92833
1,P14678,Q15428
1,P00519,Q9BX66
1,Q96BD5,O60341
1,P00519,Q9BTV7
1,P14373,Q13418
1,Q5PSV4,Q9H160
1,P00519,P61981
1,Q12959,P33402
1,Q12959,Q9P021
1,P00519,P23458
1,Q9NVP2,Q86UE8
1,Q12959,Q14524
1,P00519,O43196
1,Q12959,Q4VCS5
1,O14964,Q9UJY4
1,P09493,Q9BQD3
1,P53675,Q9H492
1,P09493,P67936
1,P58340,O75190
1,Q9UHI6,Q9Y333
1,P21675,Q08999
1,P21675,Q16695
1,P54253,P04406
1,P54253,Q06330
1,Q00987,Q93009
1,Q9Y2U5,Q9HCE7
1,O75643,Q96DI7
1,P21675,P62805
1,O75643,P23508
1,Q00987,P56545
1,Q00987,P03372
1,P10275,P63165
1,Q00987,Q00688
1,P10275,Q9Y6Q9
1,Q15424,P03372
1,Q15424,P09651
1,P10275,P51398
1,Q15424,Q70EL2
1,Q00987,P31947
1,P10275,Q15466
1,P48380,Q92949
1,P10275,P41161
1,Q00987,P19338
1,P10275,Q15020
1,Q00987,P29034
1,Q00987,Q13616
1,P10275,Q9ULJ6
1,P10275,Q9Y618
1,P38398,Q86YC2
1,P10275,O95238
1,P10275,P20711
1,Q00987,P10914
1,Q00987,P61081
1,P10275,Q15652
1,P10275,P49841
1,P24941,Q16667
1,P10275,Q92922
1,P23528,P40123
1,P24941,P22087
1,P10275,Q9BQA1
1,P24941,Q96HJ5
1,P08581,O43157
1,Q92793,P06454
1,P24941,P14635
1,P24941,Q02539
1,Q92793,P52948
1,Q92793,Q09028
1,P13693,P40337
1,Q92793,Q9UBC0
1,P40692,P54277
1,P27348,P30307
1,Q92793,Q6ZRS2
1,P27348,O14746
1,P27348,P33176
1,Q9UK41,Q9H9H4
1,A5D8V6,Q53EZ4
1,P27348,O96013
1,P11802,Q9UIV1
1,Q92793,P36956
1,P11802,Q9P1U1
1,Q92793,Q15596
1,P11802,P46379
1,P20248,Q00535
1,Q92793,P01100
1,Q92793,Q12824
1,P14635,P41002
1,P27348,O75592
1,P27348,P00558
1,Q92793,Q14186
1,Q13950,Q9UBN7
1,P03372,P07900
1,P03372,P31751
1,P03372,P17861
1,P78527,P04637
1,P49810,P07384
1,P78527,Q13315
1,P78527,Q99459
1,P03372,P20290
1,P03372,Q9Y3R0
1,P78527,P16104
1,P78527,P63104
1,P03372,P05141
1,Q15811,P50570
1,P78527,O00743
1,Q8IZP0,Q9Y2A7
1,P78527,O75170
1,P78527,Q5S007
1,P78527,Q13418
1,Q01082,P37840
1,Q01082,P62993
1,Q13485,P12757
1,Q13485,P17676
1,Q13485,O75593
1,Q13485,Q8N1F8
1,Q99683,P04049
1,Q13485,Q15797
1,P03372,Q9H1R3
1,Q15654,P49639
1,Q15654,P07237
1,Q8WZ42,O15273
1,Q13526,P20338
1,P03372,P19012
1,Q13526,Q13469
1,Q8WZ42,P20807
1,Q13526,P68400
1,Q13526,P30260
1,P03372,P62191
1,O14757,Q13535
1,P03372,P14314
1,O14757,Q9UNS1
1,Q13526,Q07820
1,O14757,Q9HCE7
1,Q13526,O75909
1,Q13616,Q9UKT5
1,Q04206,O94992
1,Q15796,Q92831
1,Q13616,O94888
1,Q04206,P62829
1,Q13616,P55072
1,Q13616,P61081
1,Q13616,Q86XK2
1,Q15796,Q9UPN9
1,Q13616,Q5XUX0
1,Q13616,P61201
1,Q15796,Q9BZ29
1,O60885,Q9BZ95
1,P15408,Q02930
1,Q13616,Q9UBW8
1,O60885,Q15672
1,Q13616,Q9Y4X5
1,P63165,Q12873
1,P63165,Q99497
1,P30530,Q96S59
1,P62993,P22607
1,P63165,P46060
1,P62993,P07333
1,Q9HB71,P35222
1,Q9HB71,Q96G74
1,P63165,Q9Y4B4
1,P62993,Q15303
1,P62993,O95630
1,P63165,P14618
1,Q92731,Q96EY7
1,P63165,P62917
1,Q13257,P30260
1,P63165,P46087
1,P62993,P19338
1,P63165,P46013
1,P62993,P42684
1,P63165,O00567
1,P62993,P14868
1,O15205,P68104
1,P63165,P14866
1,P62993,Q9UQ16
1,P62993,Q5JSH3
1,Q99719,Q8WYJ6
1,P63165,Q13428
1,P63165,Q9Y6X2
1,P63165,Q6PEW1
1,P63165,Q9UBW7
1,P62993,Q8TE12
1,Q9H2K2,Q9UIQ6
1,P07550,Q8N5I2
1,P35625,P08254
1,Q9Y266,P25685
1,Q5T124,P61587
1,P23468,Q13332
1,Q13619,P07900
1,Q13619,P38936
1,Q13619,O94888
1,P28070,O00487
1,Q13619,Q8TEB1
1,P28070,Q9UNM6
1,Q15788,Q92731
1,Q13619,Q8IWE4
1,Q9UIV1,Q8NDV7
1,Q9UFF9,P62324
1,Q16623,P51809
1,O95619,Q96L91
1,Q16623,P61764
1,Q15672,P15923
1,P51965,Q9H6Y7
1,Q09472,Q99626
1,P60880,P51809
1,P51668,Q9Y508
1,P51668,Q96EQ8
1,Q09472,P38398
1,Q16695,P83916
1,P61077,O43164
1,Q09472,Q92831
1,P45973,Q14739
1,P45973,Q9UQL6
1,P61077,Q13490
1,P61077,P35226
1,P45973,P26358
1,P06401,Q13451
1,P06401,Q9NR55
1,P45973,P23497
1,Q92560,O15355
1,Q92560,O14929
1,Q92560,Q96HN2
1,P45973,Q9H5I1
1,Q6R327,Q8N122
1,Q6R327,Q9BVC4
1,Q09472,P24941
1,Q96HR3,Q93074
1,Q15528,Q9NWA0
1,Q15528,Q6P2C8
1,Q15528,Q9NX70
1,P30154,Q9UGI0
1,Q15528,O43513
1,P30154,Q9BRV8
1,Q09472,P35638
1,Q9NWA0,P49336
1,Q09472,O15379
1,Q09472,Q92731
1,Q9NWA0,Q9Y3C7
1,P55036,Q9NRR5
1,P55036,Q9BYM8
1,Q9Y5A7,Q9NZN9
1,P45984,Q9UPT6
1,Q14118,P56539
1,Q9P086,Q9BTT4
1,Q9P086,P49336
1,P84022,Q13761
1,P83916,Q14839
1,P83916,Q5TGY3
1,P84022,P30260
1,O95292,Q969R2
1,O75821,P11171
1,O75821,O95831
1,P63027,Q9BV40
1,P84022,P11473
1,O00161,Q9BV40
1,O00161,O15127
1,O00161,O95295
1,P84022,O15198
1,P84022,P12755
1,P84022,Q9BZ29
1,Q9BV40,O15400
1,P84022,Q9Y2U8
1,P84022,P48730
1,Q9BV40,P19320
1,P00533,P35222
1,P84022,Q5D1E8
1,P00533,P40763
1,P00533,P04083
1,P84022,Q9H2X0
1,P84022,Q96PU5
1,Q8TAQ2,Q6STE5
1,P00533,P46108
1,P00533,P24821
1,Q08211,Q04206
1,Q93034,Q9UBF6
1,Q93034,Q9Y574
1,Q08211,O00567
1,Q08211,P67809
1,Q08211,Q12905
1,Q7L5N1,P60228
1,Q16665,O14818
1,P00533,P08238
1,P00533,P31689
1,P00533,O60603
1,Q7L5N1,Q9NZJ0
1,Q16665,P27540
1,Q16665,Q13330
1,Q7L5N1,Q96SW2
1,P00533,Q9NRF2
1,Q16665,Q9UHD8
1,Q7L5N1,Q9BW61
1,Q16665,P17980
1,P00533,Q14318
1,P06730,Q9NRA8
1,P00533,Q15750
1,P00533,O60645
1,P00533,O94973
1,P00533,Q96A65
1,P00533,Q38SD2
1,Q9NR30,O00567
1,P00533,P25705
1,P00533,Q9UQB8
1,P00533,P30307
1,P18848,P17676
1,P18848,O43293
1,P18848,O75899
1,P18848,Q14494
1,P05783,P05787
1,P05783,O15027
1,P00533,P04049
1,P18848,Q15744
1,P00533,Q99963
1,O43707,P35222
1,P41236,Q8IWU2
1,Q92905,Q9UNS2
1,P13501,P27487
1,Q14566,Q08945
1,Q99733,Q8IZT6
1,Q92905,Q13309
1,P47914,Q9NY93
1,Q92905,Q13617
1,P22736,P10415
1,Q92905,Q9BX70
1,Q92905,Q9P2N7
1,Q92905,Q16531
1,O76075,Q9UHD4
1,Q92905,Q6PJ61
1,Q92905,O15105
1,Q92905,P19838
1,Q71U36,Q9Y5V3
1,P35222,P15923
1,P35222,Q9UJU2
1,Q92905,O14920
1,P35222,Q93008
1,Q92905,Q92900
1,P63279,P10242
1,P35222,Q9H6I2
1,P51809,O15400
1,P51809,O14617
1,P51809,P52594
1,P35222,Q9NSA3
1,P63279,P61956
1,P63279,Q9H2X6
1,P48023,P06241
1,P48023,Q9UNF0
1,P48023,Q14790
1,Q15833,P32856
1,Q15833,Q13277
1,O75460,P07900
1,Q9Y572,Q8NB16
1,P63279,P15923
1,P63279,P14921
1,P13569,O95433
1,Q96NW7,Q8WXI2
1,P13569,Q9UNE7
1,P13569,P05787
1,P63279,Q9UKY1
1,P23497,P14921
1,Q99497,P00441
1,P25963,P09651
1,Q14498,Q99459
1,P22607,P05230
1,P22607,P31371
1,Q9UJY4,Q99523
1,Q8WYK2,P17275
1,Q8WYK2,P17535
1,Q8WYK2,P15336
1,P17275,P38398
1,P62750,Q9NX58
1,P62750,Q9NY93
1,P17275,P17544
1,Q13114,Q07011
1,P17535,O00255
1,P17535,P01100
1,P62750,P42766
1,Q13114,O43557
1,P20618,P28074
1,Q13114,Q9UHD2
1,Q13114,Q13490
1,Q15233,Q8WXF1
1,Q15306,Q99836
1,P35372,P41143
1,Q9NY27,Q5MIZ7
1,P35372,Q9P0L0
1,Q99062,P08631
1,P41143,P07550
1,Q99062,Q9NYS7
1,P41143,Q5JY77
1,P41143,P09471
1,Q14152,O60739
1,P52333,P31785
1,P52333,P16871
1,P52333,P61073
1,P55884,Q9Y262
1,P55884,P42345
1,P78344,P43360
1,O95931,Q8IXK0
1,P49917,Q8IW19
1,Q9HC52,Q86SE9
1,P43403,P24666
1,Q96B97,Q13177
1,P40337,Q8N4S0
1,P40337,P50748
1,Q96B97,O43150
1,P40337,Q9UQN3
1,P49720,P28074
