Cls,IntA,IntB
1,Q15910,P46100
1,P54132,P43246
1,P55735,Q96EE3
1,Q15835,P35243
1,Q15835,P08100
1,O60566,O95229
1,P62826,P49792
1,Q15910,O43463
1,P62826,Q99666
1,O75792,Q8TDP1
1,Q13094,P29350
1,Q5TBB1,Q8TDP1
1,P62826,Q9UI26
1,Q8N4V1,Q8N766
1,Q13094,O43561
1,Q9BQB4,O75096
1,P46777,P36578
1,Q96II8,Q8NF50
1,Q9Y2L9,Q8NF50
1,P18754,Q9H6Z4
1,Q15942,P02751
1,P43487,P29372
1,P78314,P52735
1,O60675,O14867
1,Q9BXB1,Q2I0M5
1,Q9BXB1,Q6UXX9
1,P78314,Q9H2K2
1,O43255,O14933
1,Q9BYV9,Q9NR55
1,O14980,Q96D46
1,O14980,O00571
1,P25815,P15311
1,O14980,Q5TAQ9
1,Q9H6Z4,O75618
1,O43561,P00533
1,P46934,P51965
1,P46934,O00141
1,P00797,P01019
1,P46934,O14964
1,O14561,Q9NWU1
1,O15524,Q9Y4H2
1,O15524,P46108
1,P15927,Q9H9A7
1,P15927,P49642
1,Q96FT9,Q7Z4L5
1,P15927,Q9BVW5
1,Q13191,P16333
1,P35244,O60739
1,O00308,Q15884
1,P35244,P62633
1,Q7Z6J8,Q9NVR5
1,Q8WV28,P62993
1,P35244,Q9H9A7
1,Q12904,P56192
1,Q9H0H5,P52198
1,Q9H0H5,Q02241
1,P84243,P49321
1,P54198,O60814
1,Q9NZQ7,Q15116
1,P07947,P29323
1,P43034,P07900
1,Q02818,P08754
1,P42166,P61956
1,P15884,Q02363
1,P15884,Q13562
1,P27635,P62913
1,O43463,P83916
1,P27635,P39023
1,P15884,Q99081
1,O43463,Q9UKV0
1,O43463,O43159
1,P27635,P62854
1,O43463,Q8N4C7
1,P53999,P33240
1,O43463,Q9BX10
1,Q96JC9,O00472
1,P27635,P61353
1,P27635,P46782
1,P35869,P10589
1,P27635,P62280
1,P27635,P25398
1,P27635,P62263
1,P27635,Q9H0A0
1,O00716,P19532
1,P46734,Q00722
1,P46734,Q9UL54
1,Q16254,Q14188
1,O60500,Q96J84
1,P17480,Q9BQG0
1,Q13009,Q96SB3
1,Q13009,Q8TEW0
1,Q99933,P03372
1,Q06587,O00257
1,P20226,Q01658
1,Q15154,O95684
1,Q15154,Q9NPJ6
1,Q96RK4,Q8N3I7
1,Q06587,P51784
1,Q96CW1,P55087
1,Q96CW1,O14976
1,Q06587,P19784
1,Q06587,P68400
1,P20226,P06400
1,Q9UQ80,P54619
1,Q9UQ80,Q9UNE7
1,Q96CW1,P56377
1,P05089,Q70EK8
1,P33176,P22392
1,P33176,Q7KZI7
1,P33176,P49792
1,Q13363,Q9UKV0
1,Q14721,Q8TAE7
1,P20226,Q92804
1,Q13363,Q9H334
1,Q04864,P45983
1,Q13363,Q96EK4
1,P62316,Q8WWY3
1,Q04864,Q8NFZ5
1,O43390,P62633
1,O43390,Q5VWX1
1,O43390,P16104
1,Q16576,P38398
1,P45983,Q13115
1,Q9Y4Z0,P62310
1,Q16576,Q92769
1,Q16576,Q9UKG1
1,P62312,Q9Y4E8
1,P60510,O75663
1,P60510,P78371
1,P60510,P17987
1,P60510,P40227
1,P33240,P38398
1,Q16576,Q92833
1,P33240,Q9UKF6
1,Q09028,Q13112
1,P07948,P10721
1,Q09028,O75446
1,P07948,P29350
1,Q09028,Q92769
1,O75771,Q96JH8
1,O75771,P81605
1,P07948,Q9HBA0
1,P07948,Q92835
1,Q99081,Q02363
1,P07948,Q8NDB2
1,Q09028,P45973
1,P07948,P19235
1,Q09028,O60315
1,Q02363,P15923
1,Q03181,P07900
1,O00628,Q92526
1,P10721,P12931
1,Q8N488,Q14781
1,O00257,Q3KNV8
1,Q13224,Q12959
1,Q8N488,Q3KNV8
1,P10721,Q9UQQ2
1,P10721,P46108
1,P10721,P06239
1,Q8N488,Q8WXX7
1,Q8WVM0,Q00059
1,P27986,P21860
1,Q00059,Q9H5Q4
1,P27448,Q8IVT5
1,P27986,P15509
1,P27448,Q13972
1,Q13107,Q9Y4Z0
1,Q13107,Q8WWY3
1,Q04759,Q9BXL7
1,P31947,Q14258
1,P31947,Q92625
1,P31947,Q86UW9
1,P31947,Q9H2C0
1,P27986,P08581
1,P27986,P25963
1,P27986,P07333
1,P27986,P29317
1,P31947,Q13049
1,Q06124,P29317
1,Q14258,O95786
1,Q13077,Q96EP0
1,Q14258,P61077
1,Q13077,O14920
1,Q06124,P42229
1,Q16620,P20783
1,Q14232,Q13144
1,Q06124,P13688
1,Q9UBU8,Q9NV56
1,Q9UBU8,Q9Y605
1,Q06124,P19235
1,P31943,P52272
1,Q12933,P26842
1,Q12933,P01375
1,Q06124,P08581
1,Q09161,Q04637
1,Q12933,P25942
1,Q12933,P36941
1,P35240,Q96HU1
1,Q12933,O43353
1,Q12933,O75460
1,Q12933,Q9UHD2
1,P29350,P30874
1,Q9NPD3,Q15477
1,Q12933,Q15750
1,Q9NPD3,Q15024
1,Q12933,Q15628
1,Q12933,P54725
1,P29350,P06213
1,Q12933,O43557
1,P29350,Q9BZW8
1,P61769,P06126
1,Q12933,P42345
1,P12931,Q9Y6K9
1,P12931,P62993
1,P61769,P01892
1,P12931,P98172
1,P12931,P11831
1,Q14145,Q13618
1,Q8IZL8,P06748
1,Q14145,O15067
1,P12931,P25098
1,Q15329,Q14188
1,P13747,P26717
1,P20042,P67870
1,P12931,P14921
1,P12931,Q8IZL8
1,P62195,P62333
1,P12931,P06241
1,P62195,P33076
1,P12931,P11473
1,P33992,Q12906
1,P42224,Q15628
1,P17706,Q9Y5K5
1,P48551,P01563
1,O95782,Q16555
1,Q9Y6Q9,O15111
1,P49137,P04792
1,Q9Y6Q9,P11474
1,P49137,P31749
1,Q9Y6Q9,Q86X55
1,P28907,P06239
1,Q9H0E9,Q9NV56
1,P46109,Q14511
1,O15164,P08235
1,P10276,P03372
1,P46109,P00533
1,Q99704,P16333
1,Q13588,P48023
1,P53041,P30153
1,P53041,Q9UHD1
1,P53041,P07900
1,P53041,Q70CQ1
1,Q15648,O75448
1,Q15648,Q9UHV7
1,Q9UQQ2,P62993
1,Q49AN0,Q9UKT7
1,Q15648,Q9ULK4
1,Q15648,Q9BUE0
1,Q15648,P61218
1,P30153,Q9BRV8
1,P30153,Q9Y580
1,P06239,Q9NP31
1,P30153,Q8N201
1,P06239,Q13444
1,Q14686,P15336
1,P06239,Q9NWQ8
1,P30153,Q16204
1,P09769,P98082
1,P09769,P14317
1,P09769,Q9Y6K9
1,Q13164,P17302
1,O75448,Q9BTT4
1,O75448,O95402
1,O75448,P10827
1,O95999,P62807
1,P10827,O75586
1,P18075,Q13873
1,P98082,P84022
1,P98082,O94973
1,P98082,Q5VWQ8
1,P49407,P41240
1,P26599,Q15365
1,P14317,Q92918
1,P98082,Q0JRZ9
1,P14317,P68400
1,P26599,P09012
1,P49407,Q14978
1,P49407,Q14137
1,Q9Y6X2,P40763
1,Q9Y6X2,Q04206
1,P01308,P48745
1,P49407,P10523
1,Q8TDY2,O75143
1,P62140,O60237
1,P62140,O60927
1,Q15596,P03372
1,Q99743,P10276
1,P62140,Q9UQK1
1,O60869,O00482
1,P46531,Q02880
1,P26447,P04271
1,Q9UMX0,P07237
1,P25098,P30679
1,P11309,Q7KZF4
1,P11309,P30304
1,P11309,Q9UNH7
1,Q92542,Q96BI3
1,P11309,Q9UNQ0
1,Q00610,O95208
1,Q00610,Q14677
1,Q13185,Q13263
1,P02458,P08758
1,Q13873,O43559
1,Q13185,Q7Z3K3
1,Q00610,P63010
1,P53667,O95835
1,Q13185,Q6KC79
1,Q13185,P84243
1,Q13185,Q9UI95
1,Q16531,Q8N5D0
1,P50395,P20339
1,Q16531,Q92830
1,P11831,P43694
1,P50395,Q92930
1,Q16531,Q9ULG1
1,P61006,P61026
1,P08476,P36896
1,Q96CV9,Q8TBZ3
1,P16157,P02730
1,Q96CV9,Q9GZQ8
1,P17542,Q96ST3
1,Q96C24,P20336
1,P16104,P12956
1,Q9UQ26,Q96E17
1,O60934,Q15554
1,Q92878,Q9NYB0
1,Q92878,Q6NUQ1
1,Q92878,Q14676
1,Q92878,O94762
1,P35968,P05106
1,P35968,P16333
1,P35968,O14786
1,P53618,P53621
1,P35968,P09382
1,P17948,P49763
1,P48444,Q504Q3
1,O95793,Q71U36
1,P49763,O14786
1,P62753,P22694
1,P11308,P05412
1,P53355,P14618
1,Q13571,P21580
1,P21580,Q9H0F6
1,P62277,P39019
1,Q13155,P14868
1,P62330,Q14204
1,Q07157,O14493
1,P16333,Q9UKE5
1,P16333,O14513
1,P62330,Q9NZ52
1,P16333,Q14118
1,P05388,Q00839
1,P05388,Q07020
1,Q07157,P17302
1,Q12967,P10114
1,P61956,Q12873
1,Q8WWW0,P01116
1,P61956,Q5W0Q7
1,Q8WWW0,O14807
1,P61201,P55789
1,Q8WWW0,P62834
1,P61956,Q9BUF5
1,Q8WWW0,Q86Z02
1,Q06187,Q15139
1,P54274,O95271
1,P54274,Q9NUX5
1,P54274,Q9UNE7
1,P54274,Q9Y5A7
1,P61956,P49959
1,P63261,P40123
1,Q9NUX5,Q15554
1,P63261,Q9Y230
1,Q9NUX5,Q05682
1,Q9BSI4,Q9NYB0
1,P63261,P40692
1,P16885,Q9GZY6
1,O43524,Q96EB6
1,P61956,Q96B23
1,P61956,Q9GZR1
1,P29353,P31785
1,Q9UBE0,Q9UBT2
1,P49802,P19086
1,P17844,Q92841
1,P17844,P24928
1,P17844,Q13573
1,O00555,Q9NZU7
1,P55854,Q5W0Q7
1,Q8WUM0,Q5S007
1,Q92841,P09651
1,P78406,Q08380
1,P54252,Q92995
1,O14893,Q16637
1,P29353,P35030
1,P55072,P26045
1,P55072,P23508
1,P55072,O00141
1,P55072,O96017
1,P08621,Q99459
1,P55072,Q86TM6
1,P55072,O94868
1,P55072,Q96IV0
1,O43809,Q15287
1,P55072,Q5VVQ6
1,P48736,P29322
1,P27361,Q02750
1,P27361,P35236
1,Q96SB4,Q07955
1,Q96SB4,Q8NAV1
1,P27361,P51812
1,Q15785,P07900
1,Q96JH7,Q92890
1,Q96JH7,Q7Z6Z7
1,Q96SB4,Q9UPE1
1,P62942,Q8N122
1,Q14677,Q9BXB5
1,P21817,Q13061
1,Q13061,O14958
1,Q9NSB8,Q16643
1,Q9NSC5,Q9NYB9
1,P17612,P22612
1,P17612,P22694
1,P56945,P00519
1,Q9UBV8,Q9H553
1,P05107,P20701
1,O14744,P30872
1,O14744,Q8WVJ2
1,P62310,Q9Y4Y9
1,Q9UK45,O75410
1,O75807,P62140
1,P30305,Q15323
1,Q15843,P33992
1,Q15843,Q02878
1,Q15843,P46778
1,Q14511,P00519
1,Q14511,Q15797
1,Q15843,P63208
1,Q13617,P40337
1,Q13617,Q86VP6
1,Q14240,O43432
1,Q13617,Q9Y5L4
1,P05412,P21675
1,Q13617,P62877
1,Q13617,O94888
1,P05412,P84022
1,Q99569,P49768
1,P49792,P57740
1,O00410,P62750
1,Q9HAV4,P43360
1,P05412,P18846
1,Q13620,Q5TAQ9
1,Q8TD19,Q8TDX7
1,Q13620,Q9BTE7
1,P37198,Q9UN86
1,P05412,Q04206
1,O14641,Q96J02
1,P05412,Q9Y618
1,Q99418,Q96HB5
1,Q13416,P38398
1,P05412,P61201
1,Q92973,P62750
1,P05412,Q02078
1,Q9Y5N6,P33991
1,P06400,O43463
1,Q9H211,P11388
1,P06400,P21675
1,P33991,Q14566
1,P33991,Q08945
1,P68400,Q9UBF6
1,P33991,P33993
1,O43929,P49736
1,P06400,O75569
1,P68400,P23396
1,P68400,Q8WVC0
1,Q14103,P38398
1,P06400,P24941
1,P68400,Q8WXX7
1,P06400,Q00534
1,P32121,P22087
1,P06400,P04049
1,Q96EV8,Q96SU4
1,P32121,Q96J02
1,Q9UBC3,O75530
1,P06400,Q16539
1,Q13285,O60869
1,Q9UBB5,Q8WWY6
1,Q16637,P62312
1,P23511,P38398
1,Q16637,O75817
1,P23511,P04637
1,O95983,Q14839
1,O95983,Q9BTC8
1,O95983,Q8TDI0
1,P13984,P18848
1,Q9HCU9,O75190
1,P13984,Q00403
1,P13984,P19388
1,Q16637,P26373
1,O75530,Q15022
1,Q16637,Q96DB2
1,O75530,O43189
1,P14678,P62318
1,O75530,Q8NE71
1,P14678,Q14204
1,P14678,Q15020
1,P00519,O43586
1,Q96QT6,O75182
1,P62318,P62310
1,P62318,Q8TEQ6
1,P62318,P62304
1,P14373,Q96QH2
1,P14373,P60228
1,P00519,P15941
1,Q12959,Q14168
1,Q13112,Q9NVP2
1,Q12959,Q5JTD0
1,Q9NVP2,Q8TEX9
1,Q9NVP2,Q8IWY9
1,Q12959,Q9Y698
1,P00519,Q8N488
1,Q12959,P42261
1,Q12959,Q9NUP9
1,P36896,Q13705
1,P00519,P00533
1,Q9UHI6,P62314
1,P00519,P37840
1,P09493,P13805
1,P09493,P51911
1,Q9UHI6,P62304
1,P09493,Q9Y6D9
1,P54253,Q93062
1,P54253,Q6P1W5
1,P51681,P13501
1,O75643,Q9Y478
1,P10275,Q08117
1,Q00987,Q99816
1,Q00987,P51959
1,Q9HAP2,Q9UH92
1,Q13705,O95390
1,Q00987,P62913
1,P63098,P48454
1,Q00987,P00374
1,P10275,Q15788
1,Q00987,O15297
1,O95835,Q16635
1,P10275,Q9BQG0
1,Q00987,P68104
1,Q00987,Q9BQE3
1,P38398,P18846
1,P38398,P20248
1,P10275,Q9Y4B4
1,Q00987,P62979
1,P10275,P38398
1,P10275,P35222
1,Q00987,P51668
1,P10275,Q99638
1,P10275,O14976
1,P38398,O14965
1,P38398,P06401
1,P10275,P04406
1,P24941,P28749
1,P10275,P31749
1,P10275,P43364
1,P23528,P03372
1,P05023,P13693
1,P10275,Q99497
1,P24941,Q96JH8
1,P10275,P51531
1,P10275,O96028
1,P08581,P00533
1,P24941,P31939
1,P24941,P06401
1,P24941,Q14207
1,P24941,Q5T5M9
1,P24941,Q14004
1,Q92793,Q16665
1,P24941,Q8TD08
1,Q9Y2J2,P27348
1,P24941,Q96HS1
1,P27348,Q9GZT8
1,P27348,P30305
1,Q92793,Q14934
1,P40692,P62328
1,Q9UK41,Q8NEZ2
1,P27348,Q53ET0
1,P11802,P28749
1,Q92793,P43699
1,P11802,Q14004
1,Q92793,Q01844
1,P27348,Q9UQL6
1,Q9UHY1,Q9Y3Q8
1,P20248,P28749
1,P27348,P30304
1,P20248,Q00526
1,P20248,P38936
1,P20248,P06493
1,P27348,Q71U36
1,Q92793,Q9UJX3
1,P27348,Q8NHG8
1,P05026,P02730
1,P03372,P06401
1,P49810,O75369
1,P03372,Q9H467
1,Q13950,Q99717
1,P78527,P27694
1,P78527,Q13901
1,P78527,Q96SD1
1,P03372,P16455
1,P03372,O75586
1,Q10567,P49418
1,P78527,P49959
1,P03372,Q6PL18
1,P03372,Q969Q0
1,P78527,Q13286
1,Q8IZP0,Q12929
1,Q8IZP0,Q9UQB8
1,P03372,P62917
1,P03372,P32969
1,P03372,O00571
1,P03372,P60709
1,Q99683,Q5VWQ8
1,P03372,O00159
1,Q99683,P52564
1,Q99683,Q969S3
1,P03372,P25398
1,Q13485,Q09472
1,Q15654,Q9HBW0
1,P03372,Q96JN0
1,P03372,P43246
1,Q13485,P49716
1,P03372,Q9BYM8
1,Q13485,Q9UBE8
1,P03372,O43175
1,P51843,P61201
1,Q8WVJ9,P15036
1,O14757,P30304
1,Q13526,P30291
1,Q13526,Q01538
1,O14757,Q93009
1,Q9H1J1,O15234
1,Q8IZH2,P46379
1,Q13616,Q9UKB1
1,Q04206,P58546
1,Q15796,Q9Y6X2
1,Q15796,Q9Y2U8
1,Q04206,Q9Y230
1,Q13616,Q7Z6M2
1,Q13616,Q9BT78
1,Q13616,P20248
1,P63165,P01100
1,P63165,Q9UER7
1,P31749,P13645
1,P31749,Q96RU7
1,P63165,O75928
1,P63165,P29590
1,P62993,Q99062
1,P63165,P11388
1,P63165,Q00987
1,P62993,P46108
1,P63165,Q9UBE0
1,P31749,Q9H4X1
1,P63165,Q00653
1,P62993,P23469
1,P63165,P18031
1,Q96EF6,Q7L5N1
1,P63165,P10242
1,P62993,Q86WV1
1,P62993,Q07912
1,O95295,Q6QNY1
1,P41146,Q13519
1,P63165,Q9BZE4
1,P63165,P53621
1,Q92731,P20930
1,P63165,P62269
1,P62993,P34931
1,P63165,P07910
1,P62993,Q9Y265
1,P63165,Q96GD4
1,Q13257,P32927
1,P62993,Q15027
1,P62993,Q15427
1,P63165,P08238
1,Q99719,Q15019
1,P63165,P21980
1,P62993,Q96RF0
1,P63165,P23246
1,Q15019,Q92599
1,P62993,Q8N1K5
1,P63165,P35609
1,Q9GZM8,P49454
1,P48552,Q92956
1,P35625,P50052
1,P52198,Q5T124
1,P48552,Q9UQL6
1,Q13619,Q7L5N1
1,Q15583,P84022
1,P28070,Q9UMS4
1,P28070,P28062
1,Q13619,Q96JK2
1,O43541,Q9HCE7
1,Q9UIV1,Q14201
1,Q9UIV1,P62324
1,Q15788,Q15650
1,P37173,P61812
1,P78543,Q9UFF9
1,Q15788,P40763
1,P37173,O14786
1,O95619,Q92481
1,O95619,Q15906
1,Q16623,P48067
1,Q09472,P05549
1,Q16623,Q9Y345
1,Q16623,P30531
1,Q09472,P10242
1,Q09472,Q15532
1,Q09472,P53999
1,Q09472,P50549
1,P51668,Q969V5
1,P60880,O14810
1,P51668,Q9H6Y7
1,Q09472,P10244
1,Q99584,P05230
1,Q09472,Q92786
1,P61077,Q9BV68
1,Q16695,P61964
1,Q16695,Q9UPP1
1,P61077,Q9P0P0
1,P61077,Q14139
1,P61077,Q86XS8
1,Q09472,Q96PK6
1,Q01851,Q01844
1,Q09472,P01106
1,Q9UNK0,Q96AJ9
1,P45973,Q7Z3K3
1,Q09472,Q14653
1,Q92560,Q8TEX9
1,P45973,Q9BQF6
1,Q09472,Q9H3D4
1,Q92560,Q8NB78
1,Q6R327,Q9BPZ7
1,Q96HR3,Q6P2C8
1,Q6R327,P61254
1,Q6R327,Q8TB45
1,Q09472,Q16695
1,Q09472,P62805
1,Q15528,Q9BUE0
1,Q13362,O96017
1,P55036,P54578
1,P55036,P20618
1,Q9NWA0,Q71F56
1,Q09472,Q96EB6
1,P45984,P15336
1,O96017,Q15717
1,Q14118,Q13702
1,O96017,Q96KN1
1,P45984,P62993
1,O00418,P13639
1,P84022,P01106
1,P40763,Q8TAE8
1,P40763,P42345
1,P29590,P06730
1,P29590,P12755
1,P83916,Q96IY1
1,P29590,Q15759
1,P83916,Q6N043
1,P83916,Q9BWN1
1,P84022,Q9Y6X2
1,P84022,Q9NRA8
1,O95292,Q9H4L5
1,Q14028,P78363
1,O95292,Q9H1P3
1,P84022,P03372
1,O75821,Q9UBQ5
1,P63027,O75558
1,O75821,O00303
1,O75821,Q9Y6I4
1,O00161,O75558
1,Q92956,P07237
1,Q92956,Q15084
1,Q9NP84,O43508
1,Q9BV40,Q9UNK0
1,P84022,O75618
1,O15234,P61326
1,O15234,Q9Y5S9
1,P00533,P15311
1,P00533,Q99075
1,P00533,P51636
1,P84022,P46934
1,P00533,O75159
1,P00533,Q04695
1,P00533,P62316
1,Q08211,Q01844
1,Q08211,P09651
1,Q93034,Q9BTE7
1,P00533,P68104
1,P00533,P16615
1,Q16665,P27695
1,Q16665,O00327
1,Q16665,Q96KS0
1,Q7L5N1,Q9Y597
1,Q16665,Q99608
1,Q7L5N1,Q6TFL4
1,Q7L5N1,Q5XUX1
1,P00533,Q9UNE7
1,P00533,P50402
1,O00220,O14763
1,Q16665,Q15370
1,O00220,Q13618
1,P00533,Q8IUR7
1,Q9UNN5,Q92890
1,Q9NR30,Q9NX58
1,P00533,A1L0T0
1,P00533,Q9H0D6
1,P16144,P18054
1,P05783,Q8NFA0
1,P00533,P37840
1,Q99961,P85298
1,P00533,Q14247
1,Q14566,Q70CQ1
1,Q92905,P46527
1,O75496,P38936
1,Q92905,P55085
1,P22736,Q8TAE8
1,O14936,Q12929
1,O14936,Q9NUP9
1,Q92905,Q96L50
1,O00273,P23508
1,Q71U36,Q8NFA0
1,P35222,P22223
1,Q92905,P55072
1,O75056,Q13885
1,P35222,Q9Y230
1,P63279,Q12772
1,P51168,O00308
1,P48023,O95407
1,P48023,Q96RU3
1,P63279,P04150
1,O75460,Q86TM6
1,P13569,Q86UT5
1,O95630,Q7LBR1
1,P63279,P29590
1,Q99497,Q8NFJ9
1,P63279,P15884
1,P01100,P15336
1,P25963,P07384
1,P01100,P53567
1,Q14498,P03372
1,Q14498,P49756
1,P25963,Q01201
1,P22607,Q9NRF2
1,P22607,P08238
1,P40222,O76081
1,P40222,Q8N3L3
1,Q8WX92,P03372
1,Q9UJY5,Q9UJ41
1,Q9UJY5,P20645
1,Q9UJY5,P56817
1,Q13114,P43489
1,P17275,P35638
1,Q99717,Q9H0M0
1,P26373,Q13418
1,Q15233,P51532
1,P20618,P49721
1,Q9NY27,Q15459
1,Q9NY27,Q92620
1,O75822,P55884
1,P20936,O14543
1,P20936,Q96QB1
1,Q14152,Q7L2H7
1,P55884,O15372
1,P42858,P07437
1,P42858,Q14194
1,P42858,O95163
1,P20151,P35237
1,O95238,Q99801
1,O95931,Q9BSM1
1,O95931,P67870
1,P42858,O00268
1,P42858,Q9Y3C7
1,O95931,P78364
1,P42858,P11142
1,Q9HC52,Q3KNV8
1,P43403,Q96P31
1,P78364,P35227
1,P78364,Q9UN30
1,P40337,P62487
1,P40337,P02751
1,P51451,Q05086
1,O60264,Q96T23
1,P40337,P49720
1,P52435,A0JLT2
1,P40337,P04080
1,Q96B97,Q8WUM4
1,P40337,Q15717
1,O15357,P08581
1,P17980,Q9NNW7
1,O15357,P19320
1,O14818,P25789
