Cls,IntA,IntB
1,Q8N4V1,Q9P0I2
1,Q13094,P29353
1,Q13094,O75791
1,Q13094,P27986
1,Q15942,P50552
1,Q15942,Q9UGI8
1,Q04725,O75626
1,Q04725,Q14469
1,P18754,P46060
1,Q6PIV2,Q05BQ5
1,O14867,O75330
1,O14980,P33076
1,O14867,P17544
1,O43255,Q16633
1,P42330,P52895
1,O14980,P37198
1,O43255,Q92667
1,Q9UQB8,Q9UHR4
1,O43561,Q08881
1,O14980,Q9NZN8
1,O75787,P00797
1,P52566,Q15669
1,O15524,P10721
1,P15927,P13051
1,P46934,P61077
1,O15524,Q8N668
1,P46934,Q99732
1,Q9NXC2,Q3B7J2
1,P46934,O14828
1,P46934,O75843
1,P15927,P60709
1,Q9P2L0,O75386
1,P35244,Q13156
1,Q13191,O43639
1,Q13191,P10721
1,Q68CZ1,P51957
1,Q13191,Q9Y5K6
1,Q86SX6,Q53S33
1,P35244,Q15714
1,P84243,Q12830
1,Q12904,P14868
1,P23025,Q13156
1,P84243,P42568
1,P23025,Q96EB6
1,P54198,Q9UMS0
1,P23025,Q03468
1,P43351,P10809
1,P43034,Q9NXR1
1,P43034,Q14204
1,P07947,Q07666
1,Q92781,P12271
1,P42166,Q9ULX6
1,P42166,P20700
1,P27635,P62888
1,P15884,P47928
1,P27635,P62750
1,O43463,Q9Y6K1
1,O43463,Q92769
1,P27635,P15880
1,O00623,P50542
1,P27635,P62847
1,Q9UKL0,Q9UBW7
1,P27635,P62249
1,Q14209,Q8N488
1,P27635,Q9UKD2
1,P46734,Q5S007
1,O60500,P46940
1,P17480,Q9NRC8
1,Q13029,Q16695
1,Q13029,P03372
1,Q99933,P04150
1,Q99933,P04049
1,Q15154,Q8NFJ9
1,Q15154,Q8N0Z3
1,P20226,P35869
1,Q06587,Q9HC52
1,Q06587,P78364
1,O95613,O15078
1,Q06587,P35227
1,Q96RK4,P05062
1,Q96RK4,Q8TAM2
1,P20226,Q12947
1,Q06587,Q86SE9
1,P20226,Q8IZX4
1,Q96CW1,P09958
1,P20226,Q15544
1,Q96CW1,P20273
1,Q9UQ80,Q96ST3
1,Q9UQ80,O00141
1,P20226,P09429
1,P61073,P54578
1,P20226,P23193
1,Q14721,O95259
1,Q13363,O00257
1,P20226,Q01105
1,P62316,P62306
1,Q13363,O43541
1,Q04864,P25963
1,Q04864,Q9H6Z9
1,P51948,P14859
1,Q8TEQ6,P62308
1,Q8TEQ6,Q8WXD5
1,P45983,P45985
1,O15151,O15350
1,O15151,P27348
1,P45983,O95163
1,Q9Y333,O15116
1,O15151,P62258
1,O15151,P38936
1,O15151,O75604
1,Q16576,Q09028
1,Q9Y4Z0,O15116
1,Q16576,O94776
1,P45983,P09211
1,P62312,O15116
1,P60510,Q5MIZ7
1,P60510,Q14738
1,Q16576,O75530
1,P33240,Q05048
1,Q16576,O75182
1,Q16576,Q9HAJ7
1,Q12996,Q05048
1,Q92888,P61586
1,Q09028,O94776
1,Q09028,P03372
1,Q09028,Q12830
1,P07948,O60674
1,P40937,O60885
1,P07948,P11802
1,P40937,P35251
1,P10721,P29350
1,Q13224,Q9UQM7
1,P10721,P08631
1,P10721,P00519
1,P27986,P10747
1,P27986,P12931
1,Q13107,P30566
1,P31947,O60269
1,P31947,Q5VV41
1,P31947,Q12774
1,P27986,P30530
1,P78396,P30304
1,P78396,Q9P253
1,P78396,P23508
1,P42685,P60484
1,P31947,O95685
1,P31947,Q8ND30
1,P27986,P06213
1,Q13077,P19438
1,P31947,P61587
1,Q13077,Q15628
1,P27986,P38398
1,Q14258,Q99697
1,O14933,Q9Y4X5
1,Q02223,Q9Y275
1,P29375,P03372
1,Q14232,P05198
1,Q06124,O95297
1,Q06124,Q9UQC2
1,P53365,P84077
1,O00471,Q8TAG9
1,O75154,P62491
1,O75154,P57735
1,P31943,Q9H492
1,Q09161,Q9BY77
1,P35240,Q01082
1,Q04637,Q14240
1,Q12933,Q92956
1,Q12933,O14920
1,Q04637,P43360
1,P35240,P46937
1,P29350,O60716
1,Q12933,Q8N5C8
1,Q12933,Q9Y572
1,Q9NPD3,Q5RKV6
1,Q12770,Q9Y5U4
1,Q12933,Q13233
1,P61769,P03989
1,Q8IZL8,Q92731
1,Q6P1K2,Q9H081
1,Q6P1K2,O95229
1,Q8IZL8,Q9BV38
1,Q14145,Q13257
1,Q8IZL8,P68431
1,P12931,Q07666
1,P12931,Q07960
1,P12931,Q9ULH1
1,P12931,P07550
1,Q15329,P46736
1,P13747,Q13241
1,Q9UHD2,Q9H6S1
1,Q9UHD2,Q13137
1,P12931,P12814
1,P12931,P20936
1,P62380,Q15126
1,P12931,P25963
1,P12931,Q14686
1,P62195,Q9HCE7
1,Q9H4P4,Q9NWX5
1,P42224,Q92793
1,P11473,Q9Y6Q9
1,Q9Y6Q9,Q04206
1,Q13322,P11274
1,Q13772,P02794
1,P46109,Q13905
1,Q8TD31,P19387
1,P10276,P78413
1,Q99704,Q92835
1,P10276,Q71SY5
1,Q15648,Q92731
1,P53041,Q49AN0
1,Q15648,Q9BTT4
1,P53041,O60346
1,Q15648,Q9NVC6
1,Q15648,Q9BWU1
1,P30153,Q9BWN1
1,P06239,P01730
1,P30153,Q9NVK5
1,P06239,Q05086
1,P30153,O96017
1,P06239,P08575
1,Q14686,Q15291
1,P30153,Q9UGP4
1,P09769,P00533
1,P42768,Q05209
1,O75448,P38398
1,P42768,P50552
1,O75448,Q9NX70
1,O95999,Q9BXL6
1,P42768,O43586
1,O95999,Q9H257
1,P10827,Q02078
1,P10827,P35637
1,P10827,Q9Y3R0
1,Q15653,P23508
1,Q15653,O15111
1,P98082,Q92997
1,P16410,P42081
1,P98082,P13569
1,O14543,P08069
1,O14543,P06213
1,P40259,P11912
1,Q92585,Q04721
1,P49407,Q7Z4V5
1,P49407,P53779
1,P01308,Q9BRA2
1,P48745,P26447
1,Q9UNA1,Q6P5Z2
1,P49407,Q08499
1,P49407,P08069
1,Q15596,P17844
1,O76064,O60934
1,O76064,P61088
1,P46531,Q13547
1,P25098,P21462
1,Q9Y2W7,Q03060
1,O95644,Q92769
1,O95644,Q8TAQ2
1,P28702,Q03181
1,P11309,Q00987
1,Q92542,P56817
1,Q92542,O94905
1,Q96BI3,Q9NZ42
1,Q00610,P49418
1,Q7KZF4,P42226
1,Q00610,O43747
1,Q7KZF4,Q06330
1,Q7KZF4,P19320
1,O96020,Q00526
1,Q9UKX7,P57740
1,P02458,P51888
1,Q00610,O14920
1,P43026,P36894
1,P53667,Q02297
1,Q92466,Q7L5N1
1,Q16531,P38936
1,P11831,P18850
1,P50395,P62820
1,Q16531,Q9H211
1,P61006,P02786
1,Q16531,Q9NX09
1,P61006,P31150
1,P41240,P00533
1,P61006,P62820
1,P16104,P02545
1,Q96C24,Q16623
1,Q96C24,P51159
1,P49959,O60934
1,P25791,P23769
1,Q86U70,O60663
1,P35968,P15692
1,P53618,O14649
1,P31350,P41002
1,O95793,P62753
1,P17948,P15692
1,O95793,P11940
1,P48444,P53621
1,P62753,Q92900
1,Q9UBF2,Q92731
1,Q15047,Q9UIS9
1,P21580,Q9Y3C5
1,P11308,O43791
1,P20393,Q14995
1,P21580,Q9BYM8
1,Q9NZC3,O15492
1,P62277,P62888
1,P16333,Q13177
1,P16333,P49770
1,Q9UQ84,P43246
1,P16333,Q6PJG9
1,P61956,Q8N2W9
1,P61956,Q03933
1,P61956,Q9P0U3
1,Q8WWW0,P10114
1,Q13901,Q13868
1,P61956,Q9Y5B9
1,P61201,Q9UBW8
1,Q8WWW0,Q9Y297
1,P40189,Q99650
1,P40189,P26441
1,P40189,P08887
1,P61956,P49792
1,P61956,Q02880
1,P40189,P62993
1,P61956,P04083
1,Q06187,Q99856
1,Q06187,Q9P2D0
1,P61956,P07437
1,P54274,P15531
1,P61956,O00571
1,P61956,Q8N680
1,P63261,Q01518
1,O14649,P60903
1,P61956,Q01831
1,P61956,Q9Y6X2
1,P61956,P12956
1,P36941,Q13490
1,P29353,P43403
1,P29353,P20963
1,Q8TAD8,Q9H307
1,P29353,Q16288
1,Q9NPQ8,P09471
1,P29353,P42229
1,P78536,P26045
1,P55854,P29590
1,P55854,O00327
1,P55854,P49792
1,P61916,Q7Z3B1
1,P55854,P25963
1,Q8WUM0,Q9BW27
1,Q92841,Q9H492
1,P78406,Q8N302
1,P29353,P06702
1,O14893,P26368
1,O14893,Q9UHI6
1,Q05397,O43639
1,P55072,Q14CS0
1,Q05397,Q9UNA1
1,Q05397,P15311
1,Q05397,P00533
1,P09234,P98175
1,P55072,Q9H0K1
1,P48736,O00329
1,Q96SB4,Q15424
1,P48736,Q70EL2
1,Q9UNZ2,Q96JH7
1,Q96JH7,Q8TAT6
1,P27361,Q15121
1,P27361,O75676
1,P62942,P21817
1,O14976,Q96FJ0
1,P27361,P01106
1,P62942,P36896
1,P62942,Q15413
1,P27361,Q99956
1,P27361,P32121
1,Q07666,Q08211
1,O00267,Q8WVC0
1,Q07666,P06213
1,P68106,Q92736
1,Q07666,P06241
1,Q07666,P08631
1,Q07666,P46108
1,P17612,Q9Y2B9
1,P17612,Q9HC16
1,P56945,P07332
1,P56945,O15357
1,Q8WUM4,Q9BY43
1,P09683,P47872
1,Q8WUM4,Q9Y2Q3
1,Q8WUM4,O75351
1,P56945,Q15654
1,Q15438,Q13795
1,P62306,P62304
1,Q15438,O60759
1,P56945,P62258
1,Q13432,P08631
1,Q15843,Q96LD8
1,Q15843,Q9Y5V3
1,O14744,Q8TE85
1,Q15843,Q9UHP3
1,Q15843,P23396
1,O75807,Q13522
1,Q15843,Q16531
1,O75807,P36873
1,Q92835,P31994
1,Q15843,P13639
1,Q92835,Q13291
1,Q15843,P62244
1,Q9HCN6,P30273
1,Q04917,Q8NHQ8
1,Q14511,Q02363
1,Q15843,P62701
1,Q15843,Q8TAT6
1,P05412,P06400
1,Q14240,Q13332
1,Q13617,Q9Y376
1,Q9BY67,Q13368
1,Q14832,Q9Y3R0
1,O14836,P49069
1,Q13617,Q9UK73
1,Q13617,Q6PID8
1,P05412,Q16665
1,P49789,P35222
1,P49789,P10809
1,P05412,Q14498
1,P05412,P20749
1,P05412,P68400
1,Q8TD19,Q9HC98
1,P05412,Q96J02
1,P37198,Q03933
1,P37198,Q13283
1,Q13415,Q9UBD5
1,O14641,Q14134
1,P05412,P29590
1,P05412,Q8N9N2
1,P05412,Q99986
1,Q13416,O43929
1,P05412,Q9NR55
1,P25205,P33991
1,Q92973,P49790
1,P09132,O95373
1,P25205,Q7L590
1,P05412,Q9UPN9
1,P68400,P30305
1,P05412,P17482
1,Q9Y5N6,Q9UBU7
1,P68400,P05230
1,P05412,Q92945
1,P06400,P21980
1,P68400,Q92994
1,O43913,O43929
1,P06400,P17480
1,P33991,Q9Y5B9
1,P06400,O15151
1,O43929,Q9UBU7
1,Q9UBU7,O00311
1,P68400,Q99496
1,Q9UBU7,P33993
1,Q7L590,P38936
1,Q7L590,Q14566
1,P06400,P29375
1,Q9P2B2,P21926
1,P06400,P29590
1,Q14103,P09651
1,P06400,Q14686
1,P68400,P61962
1,Q15365,P02545
1,P32121,P25963
1,P06400,P62136
1,Q96EV8,O95295
1,Q96EV8,Q6QNY1
1,Q01826,Q13948
1,P06400,Q14188
1,P06400,P39880
1,P32121,O14964
1,O00422,O43665
1,P06400,Q93009
1,P32121,P00533
1,P32121,P14416
1,Q13285,P48552
1,P06400,Q13627
1,P23511,P11831
1,P23511,Q9UKY1
1,Q16637,P22087
1,P13984,P35269
1,Q16637,Q99683
1,P13984,P24928
1,P13984,P62487
1,P14678,O75554
1,P00519,O15357
1,O75530,P32969
1,P00519,Q92918
1,P14373,P29590
1,P00519,Q04917
1,P00519,P31947
1,Q9NVP2,Q9UKI8
1,P00519,Q9Y3L3
1,P00519,Q4KMG0
1,P00519,Q38SD2
1,P09493,P06753
1,P58340,Q9UHY1
1,P21675,P24385
1,P54253,P51965
1,P10275,Q15233
1,O75643,O43290
1,Q15569,Q9C004
1,P10275,O75376
1,Q00987,O15350
1,Q00987,P46777
1,P10275,Q9UQ80
1,O95835,Q7L9L4
1,P38398,P40692
1,P10275,O75928
1,Q00987,Q9NS23
1,P38398,P03372
1,P38398,O96017
1,P10275,Q5THR3
1,P38398,P07602
1,Q00987,O95155
1,Q00987,P38936
1,P38398,P06748
1,P38398,P24864
1,P38398,Q92830
1,Q00987,P12956
1,P10275,Q9UER7
1,P38398,P13010
1,P38398,Q969T4
1,P10275,O14595
1,O60315,O94776
1,P10275,Q12778
1,P24941,Q96PU4
1,P05023,P00533
1,P10275,O43791
1,P10275,Q15185
1,P08581,Q96S59
1,Q92793,Q16236
1,Q96EY1,P20936
1,Q92793,P10244
1,Q92793,P42226
1,Q92793,Q9Y6Q9
1,P13693,P04792
1,Q92793,O43918
1,Q92793,Q92831
1,P40692,P43246
1,Q92793,Q16621
1,P40692,P07858
1,Q92793,Q96PN7
1,P40692,Q9Y2M0
1,Q9NPF5,Q9Y265
1,Q92793,P40763
1,P27348,Q5PRF9
1,Q92793,P16220
1,P27348,Q6WCQ1
1,P11802,P38936
1,P11802,O15392
1,Q92793,Q9UHV2
1,Q92793,P15172
1,P20248,P61024
1,P20248,Q02539
1,P27348,P25705
1,Q92793,Q9UBK2
1,Q92793,P48551
1,P27348,Q14432
1,Q92793,Q01196
1,Q92793,P12956
1,O00168,P05026
1,Q92793,P24941
1,P03372,Q12837
1,Q92793,P63165
1,Q13950,Q13547
1,P03372,Q14151
1,P78527,P49917
1,P78527,P31749
1,P78527,Q99828
1,P78527,Q9Y4R8
1,P78527,P13010
1,P03372,O43795
1,Q99683,Q8WTR2
1,P03372,P06748
1,Q13485,P63279
1,P03372,Q9Y230
1,Q13485,Q8N2W9
1,Q13485,Q9UPN9
1,Q15654,Q8TED9
1,P03372,Q03989
1,Q14990,Q9NPE6
1,Q8WZ42,Q14192
1,Q8WZ42,Q5VST9
1,Q13526,P53350
1,Q8WZ42,Q86SG2
1,Q13526,P35222
1,Q8WZ42,Q13642
1,Q13526,P11388
1,Q13526,P10415
1,P03372,Q9Y3I0
1,P03372,P11586
1,Q13526,P40337
1,O14757,Q13315
1,O14757,P38398
1,Q969S3,Q9ULT8
1,Q04206,P29590
1,Q04206,P35251
1,Q04206,P40763
1,Q13526,P41279
1,Q13616,P57775
1,Q13616,P50750
1,Q04206,P14859
1,Q13616,Q9H2X6
1,Q13616,Q969U6
1,Q13616,Q9UKC9
1,Q92854,P08575
1,Q13616,P61024
1,P31749,Q12778
1,P63165,O75925
1,P63165,Q12772
1,P63165,P41212
1,P62993,P48023
1,P63165,P19438
1,P62993,P42858
1,P62993,O60674
1,P62993,P11274
1,P31749,Q86V81
1,P62993,P07355
1,P62993,P07949
1,P62993,Q05209
1,P63165,Q9Y6K9
1,P62993,P18545
1,P63165,P26599
1,P62993,O43426
1,P62993,O15056
1,P63165,P12004
1,P62993,Q9NZQ3
1,P62993,P50570
1,P62993,P41212
1,P63165,P52272
1,O15205,Q9Y5A7
1,P63165,Q92841
1,Q15013,Q9BT40
1,P78423,P49238
1,Q16649,P16220
1,P62993,Q9H939
1,P63165,P04406
1,P62993,Q8N1I0
1,P63165,Q05193
1,P62993,P68371
1,P62993,O60636
1,P63165,Q9UHF7
1,Q9GZM8,Q155Q3
1,P63165,Q16236
1,P63165,Q96EE3
1,Q9Y266,Q9UKB1
1,P48552,Q13363
1,P48552,P51843
1,Q92786,O00482
1,O14576,Q9H4H8
1,Q13619,Q7L5Y6
1,Q15583,Q13363
1,Q13619,Q9BW61
1,Q15583,O00214
1,Q15788,Q15562
1,P10909,P37173
1,P10909,P41159
1,Q9UIV1,Q9ULM6
1,Q15788,P10276
1,P37173,P10600
1,P78543,Q96LI5
1,P37173,P63010
1,P37173,P17813
1,Q9UFF9,P33993
1,Q15788,P37231
1,Q9NPF7,P42701
1,O95619,Q9NXR8
1,Q15788,Q15596
1,Q15788,P08235
1,Q16623,P13569
1,Q15788,Q14686
1,O95619,Q52LR7
1,Q16623,Q5T5C0
1,Q16623,Q8N3L3
1,Q09472,P17542
1,P21579,Q8WXE9
1,P60880,P33176
1,P51668,Q9HCM9
1,P60880,P32856
1,P51668,O43567
1,P51668,Q86XS8
1,Q09472,O15350
1,Q09472,Q86Y01
1,Q09472,O15105
1,Q09472,Q99814
1,P45973,Q9UBC3
1,P45973,P83916
1,P61077,Q9NZS9
1,P45973,Q9UKV0
1,P61077,Q96FW1
1,P61077,Q13489
1,Q09472,P40763
1,P45973,Q96IY1
1,P45973,P08865
1,Q09472,Q9UBN7
1,P45973,Q13112
1,P45973,Q96CS4
1,Q09472,Q9NQB0
1,P85299,Q9BVC4
1,Q09472,Q9P1Z2
1,Q96HR3,Q9NVC6
1,Q09472,P15884
1,Q09472,P18146
1,Q96HR3,Q9NPJ6
1,Q09472,Q9UJU2
1,P49840,O75398
1,P49840,P35222
1,P30154,Q13362
1,P30154,O00506
1,Q15528,A0JLT2
1,Q15528,Q9BWU1
1,Q09472,P17275
1,P55036,Q9UNM6
1,Q9NWA0,Q9Y2X0
1,Q9NWA0,Q9NPJ6
1,P55036,P48556
1,Q09472,Q9P0U4
1,Q09472,Q9UBL3
1,Q9NWA0,P24928
1,Q09472,Q12778
1,P45984,P28562
1,P45984,Q13233
1,Q9P086,A0JLT2
1,P84022,P17844
1,P40763,P29590
1,P83916,Q92560
1,P84022,Q16254
1,P29590,P22736
1,P84022,O75593
1,P84022,Q9Y3F4
1,P29590,Q03014
1,P84022,P38398
1,O75821,O60739
1,P63027,Q15836
1,O00161,Q5T5C0
1,Q13490,Q96FW1
1,P84022,Q93009
1,O00161,P61266
1,Q9BV40,O43752
1,Q15561,Q9GZV5
1,Q02878,Q6PKG0
1,P00533,P68366
1,P84022,Q16665
1,P00533,O60674
1,P40424,Q12948
1,Q08211,P07910
1,Q08211,P03372
1,Q93034,Q96GG9
1,P00533,O14543
1,Q08211,P19525
1,Q93034,Q9NWX5
1,P00533,O60496
1,Q93034,Q96DX5
1,P00533,Q02297
1,P18847,P18848
1,P18847,Q04206
1,P18847,P53567
1,P00533,P55060
1,P18847,P15336
1,Q7L5N1,P61313
1,Q7L5N1,Q13216
1,P00533,Q9NR50
1,Q7L5N1,Q9P2J3
1,P00533,Q92870
1,Q16665,P40763
1,P00533,P07900
1,P06730,O43432
1,Q15139,O75689
1,Q9UNN5,Q13283
1,P00533,P54652
1,O75618,P05783
1,Q9NR30,P19320
1,P16144,P23229
1,Q9NWB7,Q8IY31
1,P00533,Q8N5H7
1,P00533,P07949
1,P00533,Q9UPY6
1,Q92905,P09936
1,Q8IWU2,Q00535
1,Q14566,O75496
1,Q92905,Q7L5N1
1,P13501,P98066
1,P18827,P09038
1,P18827,P21246
1,Q15388,Q9NS69
1,Q9NS69,O96008
1,O76075,O00273
1,Q71U36,Q96L34
1,Q71U36,Q01804
1,Q71U36,P38936
1,Q92905,Q99717
1,P35222,Q9Y265
1,P35222,Q9UI47
1,P63279,P60484
1,P35222,P49768
1,P35222,Q86UU0
1,P51168,Q8N668
1,P63279,O75925
1,P48023,P19438
1,O75460,Q9H2K8
1,P63279,P11166
1,P13569,Q5T2W1
1,P63279,O75030
1,O95630,Q9HD42
1,P63279,P56524
1,P63279,O14503
1,P13569,P55072
1,P63279,Q9NQB0
1,P63279,Q9H3D4
1,Q99497,Q6GQQ9
1,P01100,P03372
1,P25963,Q9UN86
1,P01100,P26640
1,P40222,Q9NUQ3
1,Q02930,P01100
1,Q92673,P30533
1,P26842,Q13114
1,P26842,O00463
1,P17275,P15336
1,P62750,O15479
1,P62750,P84098
1,Q13114,O00463
1,Q99717,P50616
1,Q99717,Q9HCE7
1,Q15233,P19320
1,P15976,P25791
1,O00463,O43734
1,Q15554,Q9NYB0
1,Q15554,Q9H816
1,P06850,Q13324
1,P35372,Q96S59
1,P35372,P35212
1,P08246,P03973
1,P08246,P01009
1,P20936,P08069
1,O14745,P47900
1,P52333,Q9UM73
1,P55884,O00303
1,O14745,Q5T2W1
1,O14745,Q9NWQ8
1,P41145,Q9H0R8
1,P20151,P08697
1,O95931,Q3KNV8
1,P49917,O95347
1,P40337,P61758
1,P40337,P22626
1,Q08881,P62993
1,P40337,O15067
1,P60763,P20823
1,Q96B97,O43426
1,P52435,P30876
1,P49720,P49721
1,P49720,Q9Y5K5
1,P49720,P25787
1,P40337,P14174
1,P49720,P62191
1,P40337,P11142
1,P49720,P25789
1,Q99436,P28072
1,Q99436,P28062
1,O15357,Q15811
1,Q99436,O14818
1,O14818,P25787
1,P62837,Q9Y297
1,O14818,P49721
1,P62837,Q68DV7
1,P62837,Q8N5U6
1,P43686,Q8N3K9
1,P43686,P48556
1,P43686,P20618
1,P35568,P06213
1,P04792,Q09019
1,Q9P2W1,Q9BWT6
1,P04792,P37840
1,Q9Y5K6,P06241
1,P04792,Q12874
1,Q14005,O60237
1,O60674,P16410
1,P10415,P06493
1,O60674,P04049
1,Q08209,Q14206
1,P05556,Q14192
1,Q16082,Q9UJY1
1,O60674,P30556
1,Q92990,Q02790
1,P05556,O15123
1,Q02790,P29034
1,Q02790,Q15185
1,P60228,O00232
1,Q8TF42,P35579
1,P07355,P07858
1,O75385,O75143
1,O75385,P54619
1,Q13541,O60573
1,Q99459,Q12972
1,Q13541,Q9UKV8
1,P61586,P52565
1,O15265,Q16514
1,Q99459,Q13415
1,P61586,Q13393
