Cls,IntA,IntB
1,P22681,P07949
1,P22681,P46108
1,Q05195,P61244
1,O75489,P17568
1,P22681,P42336
1,Q12846,P61764
1,O14727,P34932
1,Q12981,P10415
1,P20338,P41743
1,P22681,Q04912
1,P22681,Q15811
1,Q15276,O43747
1,O43678,P56556
1,Q15276,Q9UJ41
1,P22681,P54762
1,P22681,Q12929
1,P06241,P37840
1,P15498,P29597
1,P06241,P35612
1,P06241,Q16620
1,P06241,Q9NWQ8
1,P20339,O00560
1,P20339,Q15075
1,P15498,O43561
1,Q9BU61,O00217
1,P15498,P00533
1,P43490,P03886
1,P19174,P61586
1,O00560,P39086
1,P19174,P43403
1,O00560,P19320
1,Q9UKF6,Q7Z6J8
1,Q14457,P53355
1,Q8TCY5,Q01718
1,Q13671,P62258
1,O14965,Q9ULW0
1,P19174,O14939
1,P19838,O60271
1,P20340,P31150
1,P20340,Q14203
1,P19174,P29353
1,P19174,Q8WV28
1,P19838,P78545
1,P19174,Q92918
1,Q13794,P10415
1,P29597,P23458
1,O60341,Q8N6K7
1,P28482,P19419
1,P28482,P51452
1,Q14203,Q9NZ32
1,Q07812,P12235
1,P15880,P62841
1,P21281,Q8NEY4
1,P28482,P42229
1,P38606,Q8NEY4
1,Q8NI27,Q13838
1,Q8TD16,Q9UGI0
1,P61020,P51149
1,O14733,Q12852
1,P62834,Q92565
1,Q14197,Q8IXM3
1,Q96QZ7,P54259
1,O43924,P51153
1,P28482,P62136
1,O43924,Q92834
1,Q5SXM2,Q13487
1,Q92565,O14807
1,Q8N5N7,Q96GC5
1,Q9HAW0,Q9NVI7
1,Q9HAW0,P56192
1,P28482,Q9NRW4
1,P28482,P15336
1,Q8N5N7,Q9NX20
1,Q9HAW0,O43795
1,Q8N5N7,Q9NWU5
1,P21333,Q96G74
1,P26367,O75030
1,Q8N5N7,O75394
1,Q99728,P16104
1,Q99728,P51668
1,P21333,Q14677
1,P36897,O43541
1,P36897,P49354
1,P36897,Q9HCE7
1,Q15311,Q96CW1
1,Q15544,Q16514
1,P37287,Q9BRB3
1,Q15311,P49757
1,O75251,P28331
1,O75251,O00217
1,P43405,P12931
1,O60506,O43581
1,Q8IYI6,Q9UPT5
1,Q8IYI6,Q9Y2D4
1,P43405,O43561
1,Q8IYI6,Q9NV70
1,P43405,Q71U36
1,P04155,Q6UXZ3
1,P43405,P52735
1,O95405,Q9Y3C5
1,P63167,Q9HC98
1,P63167,Q96FJ2
1,P43405,Q9ULZ3
1,P98175,Q8IWZ8
1,P63167,P78406
1,P63167,P22694
1,Q13136,Q14738
1,P52799,P29320
1,Q9BZ95,O95391
1,Q9BZ95,P41218
1,P63167,Q9ULV3
1,P52799,P29323
1,Q14204,Q9GZM8
1,P07814,P07900
1,Q96G23,P27449
1,P61978,P12931
1,P07814,Q15046
1,P0DI81,Q96Q05
1,Q00765,Q96HR9
1,Q9NQ94,O14787
1,P52948,Q8WUM0
1,Q6IPU0,Q9BU64
1,Q06609,Q9Y376
1,P61978,P11940
1,Q14289,P05106
1,Q8WUI4,Q92993
1,Q14289,Q9Y6R4
1,P23760,P56693
1,Q14289,Q8WUM4
1,Q14289,Q01844
1,Q5JSH3,P62491
1,P55735,Q96JE7
1,Q13123,Q70Z53
1,P54132,Q9H9A7
1,Q9Y6Q5,O75843
1,Q15910,Q01844
1,O60566,Q9UJX3
1,O60566,Q13257
1,P15735,P46019
1,O60566,Q9UJX6
1,Q15910,P62877
1,Q15910,Q16576
1,Q9P0W2,Q9NP66
1,P62826,O43592
1,Q13094,P07948
1,Q13094,P43403
1,Q86UL8,P54259
1,P62826,Q9UBU9
1,P62826,Q99986
1,Q9H668,Q2NKJ3
1,P46777,Q15527
1,Q13761,P35222
1,O14867,P38398
1,P43487,P19320
1,P78314,Q96B97
1,O14867,O15525
1,Q8WU17,Q8TCT9
1,Q9Y4A8,O15525
1,O43255,P51825
1,O14640,P35222
1,P51857,Q04828
1,P32322,Q53H96
1,O14980,Q9BZL6
1,Q96JS3,P10073
1,P43363,Q2KHR3
1,O14980,Q7L3B6
1,O60496,O95757
1,P52895,Q04828
1,P15927,P40763
1,P15927,P68104
1,Q8IWL3,Q8TCS8
1,P49448,P00367
1,P15927,Q13315
1,Q13191,P43403
1,P46934,Q16655
1,O15524,Q99683
1,Q9P2L0,Q96FT9
1,P15927,Q13472
1,Q13191,P27986
1,Q13191,Q16832
1,Q8WV28,P29350
1,P35244,P43351
1,Q8WV28,Q06187
1,P18465,P43629
1,P84243,Q96KQ7
1,P84243,Q9Y5B9
1,Q9H0H5,Q96GD4
1,P84243,P03372
1,P54198,Q9NPG3
1,O00327,Q16526
1,P07947,P00533
1,P27635,P62829
1,P15884,Q16559
1,O43463,Q09028
1,P15884,Q96RJ6
1,P27635,P18124
1,P15884,Q14687
1,P27635,P63173
1,Q01453,P25189
1,P27635,P46783
1,O43463,P49639
1,P27635,P62244
1,P53999,Q16633
1,O43463,Q9BXL8
1,O43463,P49761
1,O43463,P50749
1,Q02078,P50553
1,Q16254,Q5TKA1
1,Q16254,Q6MZP7
1,O60500,Q9NP85
1,O60500,P16333
1,Q9UEW8,Q969Z4
1,O60271,Q99759
1,P17480,P35568
1,P17480,Q92993
1,Q99933,P10276
1,Q99933,P11142
1,Q13009,P61981
1,Q8TE12,Q9UBR4
1,Q99933,P62191
1,Q15154,Q2M1P5
1,Q06587,Q6W2J9
1,Q06587,Q8IXK0
1,Q96CW1,P11279
1,P20226,P78317
1,P20226,Q04206
1,P20226,P35269
1,P20226,Q92759
1,P33176,O60282
1,P33176,Q5W0Q7
1,Q13363,Q92769
1,P20226,Q9H5J8
1,P20226,Q7Z7C8
1,P62316,Q8TEQ6
1,Q13363,Q96JN0
1,P62316,P62304
1,Q04864,Q04206
1,P51948,P19447
1,P51948,P51946
1,Q8TEQ6,Q9NY12
1,P45983,O43318
1,Q9Y333,P62312
1,Q16576,Q9HCU9
1,P45983,P23443
1,P45983,P05787
1,P45983,P16104
1,Q16576,Q9BTC8
1,P60510,Q04206
1,Q92882,Q16394
1,Q9UBR4,Q9UG01
1,Q9UBR4,Q96A47
1,P33240,Q12996
1,P60510,P50990
1,P33240,Q10570
1,P33240,Q9P2I0
1,Q09028,Q8WWY6
1,Q09028,P51610
1,P07948,O75563
1,O43543,O43502
1,P07948,P46527
1,Q02363,P35611
1,Q09028,P28370
1,P07948,P12318
1,P40937,P35249
1,Q09028,Q52LA3
1,Q09028,Q8NCD3
1,P07948,Q03405
1,P10721,P21583
1,O00257,Q9HC52
1,O00257,P35227
1,O00257,Q8IXK0
1,P10721,Q13322
1,P10721,P42679
1,P10721,O75791
1,Q8N488,Q5H9F3
1,P27986,P09619
1,Q8N488,Q8IWI9
1,O75569,Q14558
1,Q8N488,P61962
1,Q13107,O94782
1,P27986,Q06418
1,P27986,P29353
1,P27986,P63000
1,O76003,Q6FI81
1,P27986,Q13480
1,P31947,P30305
1,P27986,P62993
1,P78396,Q13227
1,P31947,Q8WWI1
1,P27986,P30874
1,P27986,P00533
1,P31947,Q86YD1
1,Q13077,Q02223
1,Q13077,Q13489
1,P31947,Q9P0V3
1,P27986,Q07889
1,P27986,Q13111
1,P31947,Q8IZW8
1,P27986,P17948
1,Q13077,Q8IUC6
1,Q13077,Q13011
1,Q06124,Q13291
1,Q14232,P49770
1,Q06124,P62993
1,Q06124,O14543
1,P31943,Q92945
1,Q06124,P06213
1,Q9UBU8,Q9Y4A5
1,P31943,Q9NR56
1,Q09161,P52597
1,Q09161,P23443
1,Q06124,P21860
1,Q06124,Q9H3M7
1,Q09161,Q86V81
1,P35240,Q13619
1,Q04637,P55884
1,P35240,Q16584
1,P35240,Q9Y2J4
1,P23443,O00418
1,P23443,Q9BY77
1,P23443,Q8N122
1,Q12933,P41273
1,P29350,P78324
1,Q12933,Q8TEL6
1,P23443,P67870
1,Q12933,Q9H2K8
1,P23443,P42345
1,Q12933,Q92844
1,Q9NPD3,Q9NQT5
1,P29350,P19235
1,Q14814,Q13164
1,P30443,P61769
1,P30443,P43630
1,P29350,P08922
1,P12931,P18031
1,Q12933,Q8IUC6
1,P12931,P42679
1,Q8IZL8,Q9NU22
1,P12931,Q05397
1,P12931,P98082
1,P12931,Q16825
1,Q14145,Q96HS1
1,P29374,Q96ST3
1,P12931,Q9Y3L3
1,P30499,Q8NHL6
1,Q15329,Q14186
1,P55055,Q15466
1,Q13569,P54727
1,P12931,P41240
1,P12931,P10275
1,Q9UHD2,P04406
1,P12931,P19793
1,P55957,P10415
1,P12931,P48023
1,P62380,Q6SJ96
1,P55899,P02768
1,Q7KZI7,Q99759
1,P12931,P27540
1,P62195,Q13371
1,P42224,Q00597
1,Q15628,O75509
1,P11473,O60244
1,P48551,Q9UMW8
1,P42224,O75925
1,P48551,Q00978
1,P42224,P48551
1,O95782,P53680
1,Q9Y6Q9,Q9Y6K9
1,Q9Y6Q9,Q92841
1,P42224,Q00978
1,Q9Y6Q9,P10276
1,P42224,P51532
1,P42224,Q7Z434
1,Q9Y6Q9,P22736
1,Q13322,P04049
1,Q9Y6Q9,Q15596
1,Q13772,Q92831
1,Q9H0E9,Q9Y230
1,Q9H0E9,Q6PIV2
1,P46109,Q9Y4K4
1,O75469,P28702
1,P10276,O15516
1,Q13588,P19235
1,Q9Y239,P29466
1,Q15648,Q9NWA0
1,Q9Y239,Q676U5
1,O75791,Q13480
1,P53041,P30260
1,O75791,Q9H3S7
1,O75791,P00533
1,O75970,P28335
1,O75970,P46937
1,O75970,Q8N3R9
1,P30153,Q9Y6E0
1,Q15648,Q96HR3
1,Q15648,Q9P086
1,Q15650,P10276
1,P06239,Q12959
1,P30153,Q5VT06
1,P06239,Q86WV1
1,P06239,P24468
1,Q14686,P41235
1,Q9ULZ2,O94763
1,P30153,Q9H0H0
1,Q14686,Q9NNW7
1,Q14686,Q9C005
1,P42768,Q08881
1,P42768,P62993
1,Q13164,O00141
1,P42768,Q8TF74
1,P42768,O15145
1,O95163,P25963
1,O95163,Q6IA86
1,P98082,P62993
1,Q15653,Q04206
1,Q04771,Q13873
1,Q15653,Q9Y6K9
1,P08588,P49407
1,P49407,P25098
1,P49407,Q00610
1,P49407,P62330
1,P98082,Q00610
1,Q99848,P11487
1,P49407,O00203
1,Q99848,P19525
1,Q99848,O00541
1,P49407,O95218
1,P49407,Q6DKI1
1,Q92585,Q06330
1,P48145,Q8N729
1,Q8NG41,P48145
1,Q8NHW3,Q13562
1,P49407,P00533
1,P46531,P49757
1,Q15596,Q86X55
1,Q15596,P27540
1,Q99743,Q8WYA1
1,P62140,A6NKD9
1,O76064,O95714
1,Q9Y2W7,P16220
1,P25098,Q14161
1,Q9UMX0,O14964
1,P28702,P13631
1,Q00610,P32121
1,Q92542,P49768
1,Q96BI3,P49768
1,Q6PIL6,Q9NS61
1,P62491,Q86YS3
1,P62491,Q9BXF6
1,Q7KZF4,Q00839
1,Q13185,Q14739
1,Q14241,Q93034
1,Q13185,P83916
1,Q13185,P46013
1,P12643,P36894
1,Q00610,P42858
1,Q13185,Q969R5
1,P43026,O00238
1,Q00610,Q9H492
1,Q13185,Q96IY1
1,Q92466,Q9BW61
1,Q00610,Q9H3S7
1,Q13185,P38398
1,P50395,P61019
1,Q16531,O75530
1,P50395,P61026
1,P11831,P15173
1,P48443,P13631
1,Q16531,Q5TAQ9
1,P61006,Q7RTP6
1,P16104,O60934
1,P16104,Q92878
1,P16104,Q6NVY1
1,P17542,P25800
1,P17542,Q9UPN9
1,P49959,O94762
1,Q9Y2J0,Q04917
1,P61371,Q969G2
1,P35968,P17948
1,Q92878,Q9H9J4
1,P23921,Q7LG56
1,Q7LG56,Q00987
1,P35968,O75340
1,P53618,P61923
1,P15692,P49763
1,Q15047,P61956
1,Q9UBF2,P21728
1,P62753,P60866
1,P35398,P15531
1,P53355,Q8IZJ1
1,P39905,O00451
1,P16333,P10301
1,P21580,Q96EP0
1,Q15326,P15036
1,P16333,Q07666
1,P16333,P56945
1,P62277,Q00839
1,P62330,P53365
1,P49683,Q9Y3R0
1,Q07157,O15551
1,Q07157,O95832
1,P16333,Q9NRR4
1,P61956,Q9UBW7
1,P61956,O75925
1,Q13901,Q99598
1,P61956,Q9BXP5
1,Q13426,Q8IW19
1,Q8WWW0,Q9NS23
1,Q8WWW0,P46821
1,P40189,P13725
1,P61956,Q96NY9
1,P24387,P55089
1,P34998,P06850
1,Q06187,P16885
1,P61956,Q9UKL0
1,Q13562,P15923
1,P61956,Q13330
1,Q06187,P58753
1,P61956,Q5SY16
1,P54274,Q9NYB0
1,P63261,Q12933
1,P61956,P27708
1,P63261,P36873
1,Q9UM54,Q9NQC7
1,Q9UM54,Q13492
1,P16885,P06241
1,O43557,O95407
1,P29353,P62993
1,P61956,P46736
1,O15492,P09471
1,Q8TAD8,Q9Y2W1
1,P17844,P22087
1,P17844,Q9Y6E0
1,P29353,O94973
1,P29353,Q07890
1,Q9NZU7,P63098
1,P29353,P41240
1,P55854,Q8N2W9
1,Q9UQM7,Q9NZZ3
1,P55854,P07900
1,P29353,P07949
1,P46060,Q9UBU9
1,Q92841,P26368
1,P54252,P55072
1,P55072,Q15785
1,O14893,P63162
1,P55072,O94941
1,P08621,P09234
1,Q05397,Q8TDY2
1,Q05397,P16144
1,Q05397,Q92859
1,P55072,P03372
1,Q96SB4,Q15287
1,Q96SB4,Q8WXA9
1,Q96SB4,Q01130
1,P27361,P36956
1,Q96SB4,Q14562
1,Q96SB4,Q9Y383
1,P27361,Q15349
1,Q96JH7,Q8NHG7
1,P27361,P56524
1,Q86YM7,P41594
1,O00267,P61218
1,P17612,Q92934
1,O00267,P62487
1,Q07666,Q5VWX1
1,Q07666,P63165
1,Q07666,O95365
1,Q8WUM4,Q99961
1,P05107,P01042
1,Q8WUM4,Q53EZ4
1,Q8WUM4,P08631
1,P05107,P00533
1,P56945,O75815
1,Q13432,P36405
1,O75563,P06241
1,Q9HBA0,Q96J02
1,Q9UK45,O43172
1,O75807,P62136
1,P30305,Q9UKB1
1,Q15843,Q15393
1,Q04917,O60565
1,Q04917,Q96B36
1,Q14511,P84022
1,Q13617,Q9UBF6
1,Q14240,O00571
1,P17947,P31260
1,Q13617,P07237
1,Q14240,P09923
1,P05412,P00519
1,P05412,P15408
1,O14836,O75888
1,P05412,Q15583
1,Q13617,Q6PH85
1,P30307,P14635
1,P05412,Q16520
1,Q13620,Q92466
1,Q13620,Q13619
1,Q13620,Q7L5Y6
1,Q13620,Q13216
1,Q13620,Q9UNS2
1,Q13620,Q6PH85
1,O14641,Q92997
1,Q13416,Q9UBD5
1,P05412,P16298
1,Q13416,Q9UBU7
1,Q13416,P49736
1,P05412,P16220
1,Q92973,P52948
1,P25205,O43913
1,P25205,O43929
1,P05412,Q08209
1,Q92973,P52272
1,P05412,Q01844
1,P05412,P29692
1,P05412,Q12824
1,P05412,P35453
1,P68400,P15336
1,P68400,P35638
1,P05412,P53539
1,P68400,P53999
1,P06400,O00716
1,P68400,Q53GL0
1,P68400,P31947
1,P68400,O75400
1,Q14103,P04792
1,P68400,P98175
1,Q14103,P03372
1,P68400,Q8IY57
1,Q14103,Q7L2E3
1,P35249,P35251
1,P32121,P30556
1,Q14689,P19883
1,P06400,P33993
1,Q96EV8,Q13049
1,P06400,P45973
1,P06400,P52926
1,O00422,Q9UMX1
1,P32121,P43116
1,P06400,P62993
1,O00422,P60228
1,O00422,Q9UKV3
1,O95983,Q86YP4
1,P13984,P29084
1,P14678,O43719
1,Q96BD5,Q9NP66
1,P00519,Q13315
1,P00519,Q9NYB9
1,P62318,Q9UK45
1,P00519,Q8IZP0
1,P14373,P61077
1,P14373,Q9HC29
1,P14373,Q9NXR1
1,P14373,Q9GZM8
1,P00519,P31946
1,P00519,P63104
1,Q13112,Q9UIG0
1,Q9NVP2,P68431
1,P00519,Q13905
1,P53675,Q9Y5X3
1,P09493,P17535
1,P21675,P17480
1,P21675,O00268
1,P51681,P13236
1,P21675,Q12962
1,P54253,O43251
1,P54253,P38432
1,Q9Y2U5,Q9NP31
1,P21675,Q5H9L4
1,P10275,P21333
1,P10275,Q13547
1,Q00987,Q92831
1,P10275,P49116
1,Q00987,P61254
1,Q00987,P35908
1,P38398,Q92560
1,Q00987,Q04206
1,P38398,P67870
1,Q00987,P07900
1,P10275,Q16666
1,P23528,P60174
1,P10275,Q14686
1,P10275,P56524
1,P05023,Q13418
1,Q92793,P15976
1,Q92793,Q13569
1,Q92793,Q15418
1,P27348,O60282
1,P27348,Q9NZT1
1,P27348,P04049
1,P27348,Q96F86
1,P11802,P49736
1,Q92793,Q9Y6K9
1,P27348,Q9Y383
1,Q92793,Q13485
1,Q92793,Q14676
1,P11802,Q8IZT6
1,Q92793,Q12778
1,P27348,P00533
1,Q92793,P31269
1,P27348,P15056
1,P14635,P38936
1,P27348,P09651
1,P27348,Q5SW79
1,P27348,Q5S007
1,P18583,P78362
1,P03372,P08069
1,P49810,Q9UMF0
1,P49810,Q9UMX0
1,P49810,Q8WW43
1,P78527,P15927
1,P78527,Q14686
1,P03372,Q5QJE6
1,P28676,P13796
1,Q10567,Q9Y6Q5
1,P03372,Q8TD17
1,P03372,Q9H944
1,P03372,Q15629
1,Q10567,P00533
1,P78527,P22415
1,P78527,P27348
1,P03372,Q16643
1,P78527,P19320
1,Q13485,P17275
1,Q99683,O43318
1,Q13485,O43524
1,Q99683,O75460
1,Q13485,Q92905
1,Q13485,Q8TAD8
1,Q13485,P50616
1,P03372,P35579
1,Q99683,P25445
1,P03372,P60763
1,Q13485,Q12778
1,Q15654,P54646
1,P03372,O75528
1,Q15654,Q9Y2W1
1,Q13526,P24928
1,Q8WZ42,Q9UHX1
1,Q13526,P04049
1,Q13526,P84022
1,O14757,P30307
1,Q13526,Q96M27
1,Q13616,P49427
1,Q13616,Q13309
1,Q13616,Q86VP6
1,Q15796,O14640
1,Q15796,Q15583
1,Q04206,P14316
1,Q13616,Q9Y3I1
1,Q04206,Q13576
1,Q04206,P23396
1,Q15796,Q92905
1,Q04206,Q8N6T7
1,Q15796,O15105
1,Q13616,O14818
1,O60885,O94992
1,P15408,P35638
1,P15408,P17544
1,Q13616,Q8IWE4
1,P30530,P62993
1,P63165,Q02880
1,P31749,Q8IXJ9
1,P63165,P04150
1,P31749,P42345
1,P63165,P49792
1,Q9UKA1,P48200
1,P62993,P19438
1,Q9Y3I1,Q92530
1,P63165,O14647
1,P63165,Q9C0J8
1,Q9HB71,Q9UGI0
1,P62993,Q92918
1,P63165,Q96ST3
1,P62993,Q9Y2R2
1,P62993,O43609
1,P62993,Q92738
1,Q92731,Q12789
1,Q92731,P82933
1,P62993,Q13233
1,Q92731,Q9H1R3
1,P62993,Q00839
1,P62993,O75369
1,P62993,P08238
1,P63165,P49790
1,P63165,P07900
1,P62993,Q96P48
1,P61764,P61266
1,P62993,P62987
1,P63165,Q08J23
1,P63165,P21333
1,Q9UHD8,Q16181
1,P68402,Q15102
1,P43694,Q92833
1,P07550,P45880
1,Q02556,P10914
1,P48552,Q92731
1,P17544,P15336
1,P48552,P10827
1,Q93096,Q6P4Q7
1,Q15583,Q13547
1,Q15583,Q96ST3
1,P28070,P49720
1,Q15583,O75716
1,Q13619,Q13216
1,Q13619,Q9H211
1,Q15788,P33076
1,Q15788,P35869
1,O43541,P31273
1,Q15788,Q16665
1,Q15788,Q92831
1,P37173,O95067
1,Q9UFF9,O75175
1,Q9UFF9,A5YKK6
1,Q15788,P10827
1,Q15788,P19838
1,Q15788,Q13133
1,O95619,Q05BQ5
1,P21579,P60880
1,P51965,Q96BH1
1,Q09472,Q13761
1,P51965,Q9HCM9
1,Q09472,P35398
1,Q09472,Q15329
1,P51668,Q13489
1,Q16695,Q9Y294
1,Q16695,Q5VWG9
1,P45973,Q13263
1,Q09472,Q96RS0
1,P61077,Q9C035
1,Q09472,P42229
1,Q09472,P35222
1,P45973,P46100
1,P45973,P84243
1,Q9UNK0,O75379
1,Q09472,Q99733
1,Q92560,Q16777
1,Q96HR3,A0JLT2
1,Q09472,P03372
1,P30154,Q13033
1,P30154,Q15173
1,Q15528,P49336
1,Q09472,Q9Y2D1
1,P55036,P62333
1,P55036,Q16186
1,P45984,O43379
1,Q9NWA0,Q9BWU1
1,O96017,Q14676
1,P45984,Q9Y6W6
1,Q9P086,Q9NX70
1,P45984,Q13202
1,Q9P086,Q9BWU1
1,O00418,Q9UKB1
1,P84022,O43524
1,P84022,Q14974
1,P29590,P23769
1,P83916,P84243
1,P29590,Q9Y2M5
1,P29590,P23497
1,P84022,Q9UM13
1,P84022,Q92831
1,P84022,Q99814
1,P84022,Q01196
1,O00161,O76038
1,O00161,Q13277
1,O00161,Q15836
1,Q9BV40,Q96AJ9
1,Q14676,P30260
1,P00533,P36542
1,P00533,P07585
1,P84022,Q13547
1,Q9UIG0,O60264
1,Q8TAQ2,Q96GM5
1,Q8TAQ2,Q86U86
1,P84022,O43294
1,Q08211,Q9UBU9
1,Q08211,Q9ULX6
1,P00533,P15941
1,P40424,P35580
1,P40424,O14770
1,Q08211,Q9HA38
1,Q93034,Q9Y576
1,P00533,O14828
1,P00533,P08069
1,P18847,P04637
1,P18847,P17275
1,Q7L5N1,Q99627
1,Q16665,Q92905
1,Q7L5N1,Q9UBW8
1,P00533,P42684
1,P00533,Q92625
1,Q7L5N1,Q86XK2
1,Q7L5N1,Q9P2N7
1,Q7L5N1,Q96Q07
1,P00533,Q9Y2H9
1,P00533,O75674
1,P00533,P31948
1,Q16665,P11474
1,Q9UNN5,P35222
1,Q9NR30,O75940
1,Q9NR30,P78362
1,Q9NWB7,Q9BR76
1,P00533,P19438
1,P00533,Q68CZ2
1,P18848,P53567
1,O75146,P09497
1,P18848,P35638
1,P18848,Q9UBS5
1,Q9NWB7,P31146
1,P05783,Q9H307
1,P05783,O75190
1,P18848,P49715
1,Q92905,P61201
1,Q14566,P49736
1,P13501,P32246
1,P13501,P51677
1,P13501,P51679
1,Q92905,Q99627
1,Q92905,Q00987
1,O14936,O14910
1,Q92905,Q96M94
1,P14314,Q14697
1,P19235,P01588
1,Q71U36,Q5S007
1,Q71U36,Q13509
1,Q92905,P11388
1,P63279,Q06609
1,P63279,P49789
1,P63279,Q92754
1,P63279,Q9UER7
1,P35222,O00255
1,P35222,Q9Y2T1
1,P35222,P08575
1,P63279,P11387
1,Q9NYA1,Q2M3C7
1,P63279,P23497
1,P13569,P30154
1,P13569,P11142
1,P13569,P25685
1,P13569,P11274
1,O95630,Q96FW1
1,P63279,Q15022
1,P63279,P14373
1,P63279,Q9Y265
1,P01100,P35638
1,P63279,P11388
1,P63279,P37231
1,Q14498,Q92731
1,P22607,P40763
1,Q96LC9,P10415
1,Q9UJY4,P56817
1,Q9UJY4,P84077
1,Q15836,O15400
1,P35916,O43915
1,P17275,P01100
1,P62750,P62633
1,P17535,P35638
1,Q13114,P37198
1,P62750,P46778
1,Q13114,Q96RJ3
1,P20618,Q99436
1,P20618,Q96RG2
1,P20618,P25787
1,P20618,P25789
1,Q15554,P12956
1,P35372,P21333
1,P01732,P30499
1,P55884,P60842
1,O14745,P51790
1,P55884,O15371
1,P78344,P60842
1,O95931,P35226
1,P20151,P05154
1,P42858,Q13011
1,P42858,P35222
1,Q9HC52,Q92993
1,P49917,P12956
1,P43403,Q9UJU6
1,Q9HC52,Q8NDX5
1,P43403,P62993
1,P78364,Q8IXK0
1,P43403,Q9Y2R2
1,P40337,Q9Y376
1,P40337,O75716
1,Q96B97,P06729
1,P40337,P26441
1,P40337,P07741
1,P40337,P23508
1,Q96B97,P62993
1,Q96B97,O43597
1,P49720,Q9BQ83
1,P40337,Q13315
1,P40337,Q93062
1,P49720,P62333
1,P40337,Q9GZT9
1,P49720,O00487
1,P52735,O75674
1,P40337,Q8N2W9
1,O15357,Q14315
1,Q99436,P25789
1,O43597,O43609
1,P17980,Q16401
1,P62837,Q9C035
1,P62837,Q99496
1,P17980,Q16186
1,P62837,Q86YT6
1,P62837,Q86XS8
1,P04632,P07384
1,P62837,Q9HCM9
1,P07384,P30084
1,O75410,P62308
1,O75410,Q14008
1,P26006,O14817
1,Q969H0,P63208
1,P68036,Q8IWT3
1,P68036,O95376
1,P35568,O14920
1,Q9Y5K6,P62993
1,P01730,P27701
1,P04792,Q8N7H5
1,Q14005,Q12879
1,O60674,P40763
1,P05556,P49023
1,Q02790,Q00613
1,Q9Y262,O00303
1,Q8WU20,P46108
1,P11274,P55196
1,P53805,P48454
1,P11274,P19784
1,Q9Y6D6,P37198
1,P62745,Q13829
1,O75385,Q9BSB4
1,Q14680,P30305
1,Q13541,P42345
1,Q14206,P16298
1,Q99459,P11388
1,Q9Y2L1,Q01780
1,Q99459,P26373
1,P61586,Q6WCQ1
1,Q99459,O75934
1,P16389,Q14722
1,P16389,Q13303
1,Q99459,O76094
1,Q06265,Q15024
1,Q99459,Q15029
1,Q16512,Q12933
1,Q9NQT4,Q8TF46
1,O14974,Q09013
1,Q92830,Q9UPT9
1,Q13393,P60953
1,Q16513,P31749
1,Q15038,Q92904
1,Q12802,P28702
1,Q12802,P63104
1,Q16602,O60894
1,Q9UGI0,Q14BN4
1,P17987,P40227
